user_id,verified,name,username,location,text,tweet_id,created_at,edit_history_tweet_ids,possibly_sensitive,source,lang,type,geo.coordinates.type,geo.coordinates.coordinates
1547315467,FALSE,AdriV,ElPaila_A,,@RickyAvalos713_ @Canelo Nosotros tuvimos a justin que literalmente limpió el piso con nuestra bandera en un recital. Y volvió a entrar a Argentina.,1.60E+18,2022-11-28 18:37:14+00:00,['1597298589612797953'],FALSE,Twitter Web App,es,replied_to,,
1.31E+18,FALSE,rhuanᶜʳᶠ 🇧🇷 🇶🇦,rhu7n,"Rio de Janeiro, Rj",@futebol_info só essa foto já é maior que a argentina toda,1.60E+18,2022-11-28 18:37:14+00:00,['1597298589122056192'],FALSE,Twitter for iPhone,pt,replied_to,,
298008857,FALSE,CharlyBoy,leonsofista,México,@nijayoteh Podría eliminar a Argentina indirectamente 😅 si ellos no le ganan a Polonia,1.60E+18,2022-11-28 18:37:14+00:00,['1597298588459335680'],FALSE,Twitter Web App,es,replied_to,,
366903880,FALSE,Gennaro Di Leo,argentano10,"Naples, Campania",@Matticastro @leonelito_21 @lautarocabral86 @ErnestoAmador Seguí chupando la pija de Messi y Argentina pedazo de forro,1.60E+18,2022-11-28 18:37:14+00:00,['1597298588329316352'],FALSE,Twitter for Android,es,replied_to,,
1.43E+18,FALSE,Rany,ranydealmeida,,A galera na Argentina caindo nas brincadeiras de Italo Sena não dá 🤣🤣🤣🤣🤣,1.60E+18,2022-11-28 18:37:14+00:00,['1597298587444350976'],FALSE,Twitter for Android,pt,,,
1.17E+18,FALSE,Iain Stuart wallace,IainStuartwall1,Leeds and East Lothian ,@heppelltron Italy - Argentina - Iran - Norway 😎,1.60E+18,2022-11-28 18:37:13+00:00,['1597298586047328256'],FALSE,Twitter for iPad,en,replied_to,,
1.33E+18,FALSE,Lula,lulajackie11,"Guayaquil, Ecuador","Mis goles FAV del Mundial: 

🔸Enner (los tres) Ecuador 🇪🇨 
🔸Gavi España 🇪🇸 
🔸Messi y Ferndz, Argentina 🇦🇷 
🔸Richarlison y Casemiro, Brasil 🇧🇷",1.60E+18,2022-11-28 18:37:13+00:00,['1597298585821151232'],FALSE,Twitter for iPhone,es,,,
1.40E+18,FALSE,Furtaram o Ale 🇪🇪💙,AleFurtado4,"Chapecó, Brasil",Só essa foto já é maior que a Argentina https://t.co/YDEZEZNSbW,1.60E+18,2022-11-28 18:37:13+00:00,['1597298582318886912'],FALSE,Twitter for iPhone,pt,quoted,,
1.17E+18,FALSE,jv,Jvsimoura,,"@eujanis_ a, jurei q era da Argentina, vai falar que tu prefere Messi do q CR7?",1.60E+18,2022-11-28 18:37:11+00:00,['1597298576048390149'],FALSE,Twitter for Android,pt,replied_to,,
94419492,FALSE,CheTuit,CheTuit,"Cuca, România","Ve @Canelo te esperan en Argentina 
🤭🤭🤭 Se🖕🖕🖕🖕
¡Echa un vistazo al vídeo de El gringo y la Andru! #TikTok https://t.co/gs1tEMTmHz",1.60E+18,2022-11-28 18:37:11+00:00,['1597298575129870336'],FALSE,Twitter for Android,es,,,
2753088170,FALSE,Kurtbata♘,kurtbata,Ciudad de México,@DaiTeDice Pa cuando video bardeando a México por su lamentable participación en su partido contra Argentina?,1.60E+18,2022-11-28 18:37:11+00:00,['1597298574442008576'],FALSE,Twitter for Android,es,replied_to,,
1.32E+18,FALSE,#StaySafeStaySane,Nyo00x,Tangerangscheweg,@bliblidotcom Argentina #BliMinBeliin #BlibliTerbaikDeh,1.60E+18,2022-11-28 18:37:10+00:00,['1597298572231573504'],FALSE,Twitter for Android,es,replied_to,,
121868642,FALSE,Karina,ananirak,,@barreramemo18 @ErnestoChavana @Canelo @memobarba Y que hace una camiseta de México en los vestidores de Argentina???,1.60E+18,2022-11-28 18:37:10+00:00,['1597298570839097345'],FALSE,Twitter for iPhone,es,replied_to,,
1.49E+18,FALSE,Adán Torres,AdnTorr27114766,"San Luis, Argentina",@Canelo Porque o cerras la cola gil si tanto te molesta vení a argentina y la arreglamos. Todo esto hacen ustedes porque perdieron,1.60E+18,2022-11-28 18:37:08+00:00,['1597298564073676801'],FALSE,Twitter for Android,es,replied_to,,
74275260,FALSE,Pablo Douglas,PabloDouglas,"Valencia, España","@Canelo Esta que leo no puede ser verdad, veo el vídeo y es obvió que el gesto no es intencionado, mensaje populista que busca el aplauso fácil y enfrentar a dos pueblos hermanos. Quiero a #Mexico en octavos con #Argentina.",1.60E+18,2022-11-28 18:37:07+00:00,['1597298558721748992'],FALSE,Twitter for Android,es,replied_to,,
1.37E+18,FALSE,Roxi,Roxi17896144, Argentina,"@Canelo SI RESPETAS A LA ARGENTINA NO SE NOTO, NO REPUDIASTE EL CANTO DE LOA MEXICANOS SOBRE LAS MALVINAS, ES PEOR ESO QUE LE FALTARON EL RESPERO A LOS CAIDOS EN ESA GUERRA QUE LO DE LA CAMISETA EN EL PISO",1.60E+18,2022-11-28 18:37:06+00:00,['1597298555819290624'],FALSE,Twitter for Android,es,replied_to,,
1.59E+18,FALSE,SARAI GARCIA,SARAIGA86219030,,@Canelo lo bueno que existe un Dios grande y poderoso que hace justicia...Ahora nos tocará ver la caída brutal de Argentina... porque el que se ensalsa y es orgulloso Dios lo humilla🙏,1.60E+18,2022-11-28 18:37:05+00:00,['1597298551612399617'],FALSE,Twitter for Android,es,replied_to,,
1.44E+18,FALSE,mati,CasamayorMatias,"Córdoba, Argentina",Quien chota es este narco y porque esta bardeando a argentina? https://t.co/DiksBfd4r0,1.60E+18,2022-11-28 18:37:04+00:00,['1597298546826280960'],FALSE,Twitter for Android,es,quoted,,
85618681,FALSE,UNO Santa Fe,unosantafe,Santa Fe,"OVACION | Argentina completó otra práctica de cara al partido ante Polonia, con Lionel Messi a par y con un clima de alegría. Lionel Scaloni no paró aún una formación https://t.co/uNtpx5556B",1.60E+18,2022-11-28 18:37:03+00:00,['1597298543659978753'],FALSE,dlvr.it,es,,,
1.14E+18,FALSE,🇮 🇸 🇦 🇰  | 🇧🇷,gangsta_rb,,@futebol_info maior que a argentina,1.60E+18,2022-11-28 18:37:03+00:00,['1597298542204555265'],FALSE,Twitter for iPhone,pt,replied_to,,
1.18E+18,FALSE,Nunca Más! Kirchnerismo Peronismo en Argentina.,RockStyle32,,@cardela @jaleyesru Vaya y estudie como era la Argentina prospera antes de que llegue el pedofilo de Peron y sus secuaces .,1.60E+18,2022-11-28 18:37:02+00:00,['1597298536521281536'],FALSE,Twitter for Android,es,replied_to,,
1.60E+18,FALSE,Fede feka,FedeFeka,,@gbeder @bbva_argentina German Bbvader,1.60E+18,2022-11-28 18:37:01+00:00,['1597298535611125760'],FALSE,Twitter Web App,es,replied_to,,
1.55E+18,FALSE,Nikko,nikkotv_,,"🚨Saudi who beat Argentina and Japan who beat Germany in their first games of the World Cup lose their second games! 

Hope they bounce back in the next game! ⚽️ https://t.co/DgkValERcn",1.60E+18,2022-11-28 18:37:01+00:00,['1597298533383933952'],FALSE,Twitter for iPhone,en,,,
8.73E+17,FALSE,Dr.Zalazeta,elDrZeta,,"Cuando les quieran vender que tenemos trasmisiones de primer nivel, recuerden este tuit. Que tristeza... 

La previa                         La previa 
en Argentina                  en Uruguay https://t.co/5uApupkpFg",1.60E+18,2022-11-28 18:37:00+00:00,['1597298530963836928'],FALSE,Twitter Web App,es,,,
1.26E+18,FALSE,Gente de a pie,GenteDeAPieAM,,"🎙️ Historia del juego y de la timba en Argentina.

La columna de @sergiodwy en #GenteDeAPie

Hasta las 17 por @NacionalAM870 y @FolkloricaFM987 | Nuestro WhatsApp 📲 1165840870 https://t.co/e4GMVFdfnS",1.60E+18,2022-11-28 18:37:00+00:00,['1597298528598065152'],FALSE,Twitter Web App,es,,,
2853912851,FALSE,Richard,richardtwalsh1,,@RudyHavenstein @NicBibSed come up with a parody for the FTX scandal just like you did with the IMF and Argentina defaults-remember the goodfellas one?,1.60E+18,2022-11-28 18:36:59+00:00,['1597298524906921986'],FALSE,Twitter Web App,en,replied_to,,
2687939508,FALSE,JLKroos,joseluiscruzx1,,@Fernand20728701 @httsumu @volley_gaski @RuloSando @masterganjaok @Canelo Prefiero ser eliminado en octavos que llegar a una final eliminada por Alemania. Un esfuerzo innecesario ridículo para Mensi y toda Argentina 😅🤣🤣 boludos,1.60E+18,2022-11-28 18:36:59+00:00,['1597298524130971648'],FALSE,Twitter for Android,es,replied_to,,
721013864,FALSE,Cabezanet,Cabezanet1,,"@JMilei Este dura 3 meses y se va en https://t.co/WfrXG63Jtc política en Argentina en lugar de ser el arte de consensuar es el arte de confrontar y este se cree q es un monje budista.Le preguntas donde queda Guernica y te dice en España.Eso sí, espiar sabe.Falta calle al cabeza de pija",1.60E+18,2022-11-28 18:36:58+00:00,['1597298520545185795'],FALSE,Twitter for Android,es,replied_to,,
1733035944,FALSE,NAP Noticias AgroPec,InfoNAP,Buenos Aires,"Uzbekistán, nuevo mercado para la genética bovina argentina https://t.co/EMaZ7wOypq @senasa",1.60E+18,2022-11-28 18:36:58+00:00,['1597298519228178432'],FALSE,Twitter Web App,es,,,
841872776,FALSE,Dauren,daurbaur667,,"@UTDTrey Shaw, Maguire, Rashford carrying England, Case, Fred, Antony huge impact in Brazil, Bruno carrying Portugal(Dalot will be if has chance), Martinez huge impact in Argentina, Eriksen impacting Denmark.while some has mount, sterling, de bryune, gundogan, cancelo, havertz bottling 😭",1.60E+18,2022-11-28 18:36:57+00:00,['1597298517818888192'],FALSE,Twitter for Android,en,replied_to,,
1.55E+18,FALSE,Niyas v,Niyasv17,,Meet Kozhikode's Messi who adores both Leo and Cristiano https://t.co/hicV1kycm3,1.60E+18,2022-11-28 18:36:57+00:00,['1597298516120211456'],FALSE,Twitter for iPhone,en,,,
1.03E+18,FALSE,Actualidad en foco,Aenfoco,"Buenos Aires, Argentina","Jorge Asís: ""En la Argentina, acordar es debilidad"", en ""Mesa chica"" de José del Rio - 27/11/22 (completo) https://t.co/aY4Z1C23K4 a través de @Aenfoco #CorrupcionOJusticia Pobreza #Dólar #BuenLunes Messi Argentina Enzo Bangladesh Baradel Malvinas La Plata",1.60E+18,2022-11-28 18:36:56+00:00,['1597298511183499265'],FALSE,Twitter Web App,es,,,
1.31E+18,FALSE,Ale Jordan,AleJord75368085,,"@TitoPuchi @JuanGuAraujo @crissuperann @Klimkazzz @aschapire Hablan del ""hambre"" en Argentina y es el país con mayor consumo de carne (proteína de calidad) en el mundo 109 kg. al año, de los cuales 50 kg. carne vacuna. Raro para un país ""hambreado"". En fin...",1.60E+18,2022-11-28 18:36:55+00:00,['1597298510600507392'],FALSE,Twitter Web App,es,replied_to,,
1.57E+18,FALSE,Dannunzianesimo 🏴󠁧󠁢󠁥󠁮󠁧󠁿,POETASACRO,"Pescara, Abruzzo","@bebarros28 @JMA_2404 @sidokando @nocontextfooty You against Argentina in Copa America final, have some shame",1.60E+18,2022-11-28 18:36:55+00:00,['1597298508943740930'],FALSE,Twitter for iPhone,en,replied_to,,
2300063844,FALSE,Hendrik Wintjen,HendrikWintjen,Germany,"ARGENTINA - Road of the Jesuit Estancias of Córdoba, an adventurous drive #argentina
https://t.co/a4MznZbJ1n",1.60E+18,2022-11-28 18:36:55+00:00,['1597298508695937024'],FALSE,Twitter Web App,ro,,,
1.14E+18,FALSE,Ana banAna 🍌 👑,anahisconhache,"Buenos Aires, Argentina",La justicia argentina es una mierda,1.60E+18,2022-11-28 18:36:55+00:00,['1597298508670738432'],FALSE,Twitter for iPhone,es,,,
1557228252,FALSE,Socialexpress,Socialexpress24,,Winning of Brazil vs Switzerland #shorts #brazil #argentina #switzerland... https://t.co/sp7rgSmMAF via @YouTube,1.60E+18,2022-11-28 18:36:54+00:00,['1597298505915432962'],FALSE,Twitter Web App,en,,,
1.43E+18,FALSE,Lionel villar,VillarLionel,"Lanús Oeste, Argentina","@VarskySports 1-0 a Suiza que no tiene  nada, si hubiera sido Argentina todavía estarían puteando a los jugadores. Como les gusta chuparsela a Brasil",1.60E+18,2022-11-28 18:36:53+00:00,['1597298502207692800'],FALSE,Twitter for Android,es,replied_to,,
1.10E+18,FALSE,Afición Deportiva,Af_Deportiva,,"@rrubbar ¡Hola! En el descanso del próximo partido de Argentina, daremos el ganador.",1.60E+18,2022-11-28 18:36:53+00:00,['1597298501754712064'],FALSE,Twitter Web App,es,replied_to,,
1.36E+18,FALSE,theSirleiz,SirleisZz,,"@junagmdavid @ed_RMAN @juandl84 Colombiano chupandosela a Argentina kskskskks, hijueputa tan triste y más triste cuando Polonia les abra y les rompa el culo",1.60E+18,2022-11-28 18:36:52+00:00,['1597298497795272705'],FALSE,Twitter for Android,es,replied_to,,
1.39E+18,FALSE,Wladimir,Wladimi46522346,,@RodrigoLeito8 @andrizek Que estranho tal analogia uma vez que Messi já disputou 4 copas indo pra 5 com a Argentina e nunca ganhou com ele!da pra ver vc entendi muito de futebol!!!,1.60E+18,2022-11-28 18:36:52+00:00,['1597298495849136129'],FALSE,Twitter for Android,pt,replied_to,,
1085345365,FALSE,Abraham Rodriguez 🪐 ❤️‍🔥,AbrahamJ30,Jalisco 😎🥃🏝,"Recuerden esto boludos pobres @Argentina 
@leomessi https://t.co/gFIBduLhSw",1.60E+18,2022-11-28 18:36:50+00:00,['1597298488634900480'],FALSE,Twitter for iPhone,es,,,
1.57E+18,FALSE,lavig72618,lavig72618,,"Santiago Mitre (‘Argentina, 1985’ director): ‘Some people forget how important it is to take care of democracy’ https://t.co/GlF8PWravB",1.60E+18,2022-11-28 18:36:50+00:00,['1597298487728771073'],FALSE,WordPress.com,en,,,
92356864,FALSE,Lado.mx,lado_mx,Mexico,#ImpuestoalValorAgregado: Una comitiva argentina viaja a Washington para negociar el desembolso del FMI. https://t.co/4ni7SRHJ5l,1.60E+18,2022-11-28 18:36:50+00:00,['1597298487690829824'],TRUE,directoalcorreo,es,,,
1.60E+18,FALSE,Telecentro Argentina,TelecentrooAr,Ciudad Autónoma de Buenos Aire,"@CamilaSacarelo7 ¡Hola! Te contactamos de Telecentro Argentina   por tu reclamo. En este caso te pedimos que nos amplíe tu información por privado, para que un asesor/a tome la comunicación con usted. Gracias por elegir nuestros servicios, Saludos👋🏼",1.60E+18,2022-11-28 18:36:49+00:00,['1597298485157539840'],FALSE,Twitter for Android,es,,,
145412066,FALSE,T⚽️D⚽️ PASA 💎®️,PabloCesarSilva,Made in La Paternal.ARG. ,"Argentina - Polonia.
Porque designaron a Espinoza. https://t.co/kezey6eKe0",1.60E+18,2022-11-28 18:36:49+00:00,['1597298484159602688'],FALSE,Twitter for iPhone,es,quoted,,
1.35E+18,FALSE,Xenon🇲🇦,Xenonskz,STAYVILLE,"@kwruwa Sjsjsjsj nmms, xenofobia, se mandaron tremendo fanfic con el bardo entre Argentina y México sjsjsjs",1.60E+18,2022-11-28 18:36:47+00:00,['1597298476043628544'],FALSE,Twitter for Android,it,replied_to,,
1.31E+18,FALSE,;; Lar4x ;; 🧡🤍💗,Este_Nombre_Usa,she/her,"@Ceftriaxonainye @sjahir26 Al menos tuvimos un pasado glorioso, ustedes no. Como mucho tienen para presumir su civilizaciones aztecas y la época de Nueva España, donde en ambos momentos de la historia aún no existía México. Argentina en su época de oro ya era independiente. Ustedes se creen potencia,",1.60E+18,2022-11-28 18:36:45+00:00,['1597298467873128448'],FALSE,Twitter for Android,es,replied_to,,
9.29E+17,FALSE,malu 🪷 🇵🇸,nicorbintitties,🇧🇷 // 🇵🇹 // nico robin's ♡,só sou a gavor se for usada contra a argentina https://t.co/3J6zvGeXLx,1.60E+18,2022-11-28 18:36:45+00:00,['1597298466132488192'],FALSE,Twitter for Android,pt,quoted,,
1.40E+18,FALSE,Tormenta,vaalelele,,@AmandeAmara @pottxrherondalx @chaoticchizito En argentina lo que hay es una diversidad no apropiada. Mejor salí a la calle,1.60E+18,2022-11-28 18:36:44+00:00,['1597298462172712961'],FALSE,Twitter for Android,es,replied_to,,
4203419806,FALSE,krol,Caritoies,,“PPT” de Jorge Lanata (completo) – 27/11/22 https://t.co/U6LQ9ZgErj #CorrupcionOJusticia Pobreza #Dólar #BuenLunes Messi Argentina Enzo Bangladesh Baradel Malvinas La Plata,1.60E+18,2022-11-28 18:36:43+00:00,['1597298458452692993'],FALSE,Twitter Web App,es,,,
757858520,FALSE,fede,cfederojas,"Buenos Aires, Argentina","@minervanaranja @LaRomiScalora Toda esa mañana cantó el himno arg. mientras todos dormían, andaba vestido con ntra camiseta y los pañuelos de argentina, qué dicen, se nota q ni miran",1.60E+18,2022-11-28 18:36:43+00:00,['1597298458414944256'],FALSE,Twitter for Android,es,replied_to,,
1.32E+18,FALSE,CriptoGirl WHITE pool 🤍,CriptogirlB,"la molina, lima","@Canelo No, lo vimos a messi confirmar la paternidad argentina sobre México.",1.60E+18,2022-11-28 18:36:43+00:00,['1597298457676374016'],FALSE,Twitter for Android,es,replied_to,,
9.90E+17,FALSE,Joao Vitor Peixoto,joaobpeixoto27,"Pará de Minas, Brasil",When you celebrate your mother-in-law's birthday at your house and Argentina plays (I'm the only Argentine) She was happy with her glass of burgundy and everyone else made me feel at home with the passion they have for my team. 🤭🤣 https://t.co/4zoXBIyvTG,1.60E+18,2022-11-28 18:36:43+00:00,['1597298456309411840'],FALSE,Twitter for Android,en,,,
1.37E+18,FALSE,Rakib Parves🇧🇩,Rs_rakib_23,"Rangpur, Bangladesh",Essa foto é maior q a argentina. https://t.co/QoXZaAdyAy,1.60E+18,2022-11-28 18:36:42+00:00,['1597298455742816256'],FALSE,Twitter for iPhone,pt,quoted,,
2291006697,FALSE,luis alvarez,luisalvarez541,,@FinoYossen @Argentina https://t.co/2l5Ota40Ix,1.60E+18,2022-11-28 18:36:41+00:00,['1597298451011997697'],FALSE,Twitter for Android,qme,replied_to,,
1.58E+18,FALSE,Fredrick_BlickcLK,blickclk,,"@CortesanaV @mrosserano @LeanSonic1991 @MrOctopusG @kevinmo67259651 @Juaaan__23 @Canelo Solo a messi conocen 
Si les preguntas por qué otra cosa saben de Argentina 
Te dirán que ahí se fue a esconder Hitler 
.

Jajaja",1.60E+18,2022-11-28 18:36:41+00:00,['1597298450860998656'],FALSE,Twitter for Android,es,replied_to,,
18249485,FALSE,"Fabio, Souza e Pegulo",f4biosj3,esclerose,"Nostalgias Argentinas: Piano Music of Argentina CQASRDO

https://t.co/E8NoOpWxOv https://t.co/SkxdwscY9l",1.60E+18,2022-11-28 18:36:41+00:00,['1597298448901947392'],FALSE,Twitter Web App,pt,,,
7.58E+17,FALSE,Anneke Andries,anneke_andries,Oosterhout The Netherlands,"@LadaeaC2 @7_eycon @eugenioleal França, Espanha, Argentina, ...",1.60E+18,2022-11-28 18:36:40+00:00,['1597298445672321025'],FALSE,Twitter for Android,pt,replied_to,,
2364696379,FALSE,wallys silvero,Wallys022,argentina,"https://t.co/zf90Ku99nr  Buenos Aires, Argentina. The solidarity work for animals of retired 75-year-old Norma in the town of Tortuguitas is not recognized. She will be evicted. Demanding the new mayor to assign a new location!",1.60E+18,2022-11-28 18:36:39+00:00,['1597298441314394112'],TRUE,Twitter Web App,en,,,
1.44E+18,FALSE,Fran Marroco,FranMarroco,"Rio Grande, Tierra Del Fuego","@Juan_Casas00 @gonchobanzas @Canelo Sos tarad0 o te haces el tarad0 o tus papás son primos? Si no sabes de cómo es la jerga en Argentina no hables, decir negro de forma amistosa cómo si fuese un apodo en Argentina es muy común. Otra cosa es decir negro usado un tono de insulto...! No seas tarad0",1.60E+18,2022-11-28 18:36:39+00:00,['1597298441268342784'],FALSE,Twitter for Android,es,replied_to,,
139883203,FALSE,Club A. Patronato ⭐ 🍥,CAPatronatoof,"Paraná, Argentina","$ 960.000 la entrada para ver Argentina va. Polonia.
Sabes lo liiiindo que se ve el partido con Celi y Yuli en casa! Feliz! Olvidate 🇦🇷",1.60E+18,2022-11-28 18:36:38+00:00,['1597298439125360643'],FALSE,Twitter for Android,es,,,
182916952,FALSE,Julian Carax 🦊,SebaGranate,Lanus ⭐⭐⭐⭐⭐⭐,POV: sos el utilero de @Argentina según canela https://t.co/joZlAhXxhe,1.60E+18,2022-11-28 18:36:38+00:00,['1597298438500417536'],FALSE,Twitter Web App,es,,,
1.27E+18,FALSE,ؘjurídico richarlison,i4nayeon,,"@futboltrotters Una copa américa sin Brasil ni Argentina, vale aclarar.",1.60E+18,2022-11-28 18:36:37+00:00,['1597298432812933121'],FALSE,Twitter for Android,es,replied_to,,
42537663,FALSE,Batalha,thameuz,puta que pariu,dá vontade @Argentina https://t.co/FlapcvJP1i,1.60E+18,2022-11-28 18:36:37+00:00,['1597298431151976448'],FALSE,Twitter for Android,pt,quoted,,
