user_id,verified,name,username,location,text,source,possibly_sensitive,created_at,tweet_id,edit_history_tweet_ids,lang,type
130046757,False,Roberto García,Tobenomada,De todo el Mundo ,"@miseleccionmx si realmente se quieren sacar la espina de lo del sábado hagan que Arabia pase 1o para que Francia les vuelva aplicar la de hace 4 años jajajajaja de otra forma no hay como, ya nos toca pensar en el 2026 y desde ya buscar un cuerpo técnico MEXICANO! #AmbrizAlTri",Twitter for iPhone,False,2022-11-28 18:43:28+00:00,1597300155606499328,['1597300155606499328'],es,
1514259299916140544,False,Pedro Martínez,PedroMa47196219,,"Ya calmen al inflado..... Soy Mexicano y no veo mala leche en Messi, yo no veo más peleas del Canelo porque se me hace muy sobrevalorado, la @miseleccionmx anda muy mal desde hace tiempo en eso sí deberíamos exigir https://t.co/7KrCRWRP3D",Twitter for Android,False,2022-11-28 18:43:26+00:00,1597300149298286592,['1597300149298286592'],es,quoted
522370793,False,CBR,Cbarajas27,"San Diego, CA","Ojalá @miseleccionmx pase aún en contra de las decisiones de Martino, aqui el jugador Mexicano que juege debe entender que esta contra un sistema hecho para perder y debe salir a jugarse todas, invito a la desobediencia de los seleccionados nacionales.",Twitter for iPhone,False,2022-11-28 18:43:25+00:00,1597300144617451520,['1597300144617451520'],es,
1581080399249215490,False,ElRucoMundialista,RucoMundialista,,Ojo aquí @miseleccionmx https://t.co/RSSEwe9nUi,Twitter for iPhone,False,2022-11-28 18:43:17+00:00,1597300110672953345,['1597300110672953345'],es,quoted
77679404,False,Ray Paredes 🇺🇸,krazySoundz,Los Angeles Ca.,@miseleccionmx Fuera el tata ... y la bola de wuevones que no tienen amor por su patria México 🇲🇽,Twitter for Android,False,2022-11-28 18:43:05+00:00,1597300062652338176,['1597300062652338176'],es,replied_to
1586221399349334016,False,Real_SilvanoM,Real_silvanoM,,@miseleccionmx @MikelArriolaP Cómo los wevos del perro 🐕 https://t.co/CAlokLSVOW,Twitter for iPhone,False,2022-11-28 18:43:05+00:00,1597300060542623744,['1597300060542623744'],es,replied_to
141375428,False,Automata con bugs,monolinux,"Villagran,Gto",@AntunaUriel @miseleccionmx No entres cabron. Para que tengamos esperanza,Twitter for iPhone,False,2022-11-28 18:42:51+00:00,1597300001033449472,['1597300001033449472'],es,replied_to
1577874862277894145,False,Eduardo Literario,JessEduardoVe14,,Leer evitará que te sientas ofendido por ver un jersey de @miseleccionmx en el suelo.,Twitter for Android,False,2022-11-28 18:42:41+00:00,1597299960256827393,['1597299960256827393'],es,
1442565154575511558,False,Taco de gato,7mesinoelchido,"Celaya, Guanajuato","@Jofre_Matias1 @jgaruvi @valentinoodiaz @miseleccionmx Si bro no te vamos a quitar lo único que tienes,porque la economía y tú moneda están dlv y no menciones las Malvinas xd",Twitter for Android,False,2022-11-28 18:42:41+00:00,1597299958339993601,['1597299958339993601'],es,replied_to
317314223,False,Jorge Rojas de Ita,jr_deita,"Distrito Federal, México",@miseleccionmx @Lc24C Imagino que ya no se presentarán al partido ni Tata ni Yon de Luisa,Twitter for iPhone,False,2022-11-28 18:42:31+00:00,1597299918078906370,['1597299918078906370'],es,replied_to
1496841147297185804,False,Frank,Frank62073154,,@miseleccionmx @Lc24C #FueraTata #corruption https://t.co/OB9opBzlty,Twitter for Android,False,2022-11-28 18:42:29+00:00,1597299907869626368,['1597299907869626368'],qme,replied_to
916322719049842691,False,Almost Famous®,UndergroundPsy4,In yo mama's pussy,Jajajaa. Se pasan de V con @miseleccionmx aka #IlusionNacional https://t.co/jAeYzkaPpk,Twitter for Android,False,2022-11-28 18:42:23+00:00,1597299883907899395,['1597299883907899395'],es,
120010731,False,Kanaletto,seld2040,México,@HatManMx @SomosAnalistas_ @TeamMessi @miseleccionmx Fue con Guardado.,Twitter Web App,False,2022-11-28 18:42:21+00:00,1597299874608791552,['1597299874608791552'],es,replied_to
113541452,False,Ching-Θn™,Chofer_de_micro,Camp Crystal Lake,Jajajaa. Se pasan de V con @miseleccionmx aka #IlusionNacional https://t.co/36VWtVEu5i,Twitter for Android,False,2022-11-28 18:42:12+00:00,1597299838320017408,['1597299838320017408'],es,
215420378,False,Alejandro Luna,Alexlunah,"Guadalajara,Mexico",@miseleccionmx Selección mediocre.,Twitter Web App,False,2022-11-28 18:42:08+00:00,1597299822658473984,['1597299822658473984'],es,replied_to
1261007677,False,Toño SB,juansbarajas,"Irapuato,Gto / Queretaro,Qro.","Preocupa más que los seleccionados mexicanos después de perder, se pelearan la oportunidad de cambiarle la playera a Messi. Dentro del liderazgo de @miseleccionmx al perder todos al vestidor y pensar en el siguiente juego.",Twitter for iPhone,False,2022-11-28 18:42:02+00:00,1597299794459754496,['1597299794459754496'],es,
309371067,False,guillermo castañeda 🍥,guillermocastae,Mexico,@Patottas @miseleccionmx En la línea de jerarquía es culpable no mi Rafa ? Vaya tampoco es que se esté del todo equivocado culpar a quien es la cara del proyecto de selecciones.,Twitter for iPhone,False,2022-11-28 18:41:55+00:00,1597299768543571968,['1597299768543571968'],es,replied_to
1588371169845149696,False,luis,luis905789591,,"@miseleccionmx @Raul_Jimenez9 Aun sigue en la selección con ese gol, creo que le hizo mucho daño.",Twitter for Android,False,2022-11-28 18:41:51+00:00,1597299750143143936,['1597299750143143936'],es,replied_to
2810171168,False,WGR,jegalindoromo,,"@spawnmx @miseleccionmx @HenryMartinM Esperemos que los árabes, le den la oportunidad a @miseleccionmx  de cumplir un quinto partido (sin goles en partido consecutivos en mundiales)",Twitter for Android,False,2022-11-28 18:41:41+00:00,1597299706346233856,['1597299706346233856'],es,replied_to
3321397194,False,Giovani Gonzalez,shawn198712,"Nezahualcóyotl, México",@HenryMartinM @HHerreramex @HirvingLozano70 @AGuardado18 @Raul_Jimenez9  Hey cabrones Este último partido de @miseleccionmx  no le hagan caso al entrenador son su planteamiento táctico jueguen con garra y entrega aunque sea este partido partanse la Madre. Por dignidad se los pido,Twitter for Android,False,2022-11-28 18:41:28+00:00,1597299654286196736,['1597299654286196736'],es,
475925738,False,Alviore de Röel,Beleashar,Entre el mundo real e irreal,@RaulOrvananos @miseleccionmx ¿Así como hiciste todo para No ganarle o al menos empatarle a Argentina? 😒,Twitter Web App,False,2022-11-28 18:41:25+00:00,1597299641258692608,['1597299641258692608'],es,replied_to
1557768428827688961,False,Tyler Durden,Homelando_Landa,,@synthpreacher @shop350 @MGnano2k @miseleccionmx @Lc24C Hizo miy tarde los cambios,Twitter for Android,False,2022-11-28 18:41:14+00:00,1597299593641066496,['1597299593641066496'],es,replied_to
846505699,False,B TO,Betoaguilera21P,"Miguel Hidalgo, Distrito Feder",@RaulOrvananos @miseleccionmx https://t.co/EX0qn3e0sc,Twitter for Android,False,2022-11-28 18:41:00+00:00,1597299536862806016,['1597299536862806016'],qme,replied_to
1583550050302566419,False,Erick Villagrán Galindo,erickfvg91,,"@miseleccionmx No juegues jamas la basura Jiménez, ni tronco Alvarado",Twitter for Android,False,2022-11-28 18:41:00+00:00,1597299534547529729,['1597299534547529729'],es,replied_to
1011680415390691328,False,Cristian RN,Cristian_RN94,"Acámbaro, Guanajuato",@miseleccionmx @HenryMartinM Corran al tata,Twitter for Android,False,2022-11-28 18:40:44+00:00,1597299470089486337,['1597299470089486337'],ca,replied_to
241959616,False,Eduardo Salgado,pepez1,,@miseleccionmx Ya venganse.,Twitter for Android,False,2022-11-28 18:40:42+00:00,1597299460748345344,['1597299460748345344'],es,replied_to
177263926,False,Mr. Perfecto,JCabreras95,,@miseleccionmx Que hace tanto 🌳 en la cancha??????,Twitter for iPhone,False,2022-11-28 18:40:42+00:00,1597299459373010945,['1597299459373010945'],es,replied_to
1343551472043175938,False,Treinta-ñero,kronstel,,@isaactuit @miseleccionmx @UnVasoDeLALA @NotiTuit @SORIANAhiper Messi: con esas se trapea bien chingon,Twitter for Android,False,2022-11-28 18:40:20+00:00,1597299369715593216,['1597299369715593216'],es,replied_to
173277355,False,adrian delgado,adriandelgadobe,piedras negras,"@BackchatQueen @El_Rick_Sanchez @B0RRACHIT0 @miseleccionmx @fifaworldcup_es @yosoy8a Yo lo dije muy claro es un comentario estúpido, sobre aviso no hay engaño",Twitter for Android,False,2022-11-28 18:40:19+00:00,1597299362589470720,['1597299362589470720'],es,replied_to
219111648,False,Antonio Salazar,hantonsalazar,,@miseleccionmx ojalá pierdan. se los deseo de todo corazón,Twitter for iPhone,False,2022-11-28 18:40:12+00:00,1597299333267091458,['1597299333267091458'],es,replied_to
1196791502,False,Oyp,olipyp_oyp,"Houston, TX","@RicardoBSalinas @miseleccionmx Hasta la fecha, @Mdwiz87  ha sido una gran inspiración para mí y mi familia.  Para empezar, invertí $2000 en Bitcoin y después de 24 horas obtuve $9000 en ganancias en mi billetera Bitcoin, su precisión y confiabilidad no pueden verse comprometidas.",Twitter for iPhone,False,2022-11-28 18:40:09+00:00,1597299324441853952,['1597299324441853952'],es,replied_to
2679759686,False,"Puma de Gerli, El pela!!!",elpumadegerli,"Avellaneda, Argentina","@miseleccionmx @webcamsdemexico @mexico 
No crean todo lo que ven .
Twiter está lleno de mentiras y malas intenciones . https://t.co/lkGTZiLptZ",Twitter for Android,False,2022-11-28 18:40:08+00:00,1597299320210227200,['1597299320210227200'],es,quoted
855255266,False,Papá Peyo,pedrocaudillo,,"Y el jueves qué regrese @miseleccionmx 
¿ Van a llegar al #Chaifa ?

Me imagino qué Martino va a llegar directamente a Buenos Aires.",Twitter for iPhone,False,2022-11-28 18:40:07+00:00,1597299313943916545,['1597299313943916545'],es,
772592967135719424,False,Fede Ratas🆗,debiponerotro,"Mar del Plata, Argentina",@LucasFdzCABJ @miseleccionmx @HenryMartinM Ya comiste argentino muerto de hambre,Twitter for Android,False,2022-11-28 18:40:05+00:00,1597299305198809088,['1597299305198809088'],es,replied_to
760759812,False,Rotten Rothko,synthpreacher,Soy de Metapan y voy a Taxco,@ANTICAPITALIS9A @miseleccionmx Karadajián le ganó a la Momia Negra y Canelo no le hubiera aguantado dos rounds.,Twitter for Android,False,2022-11-28 18:40:04+00:00,1597299302786662401,['1597299302786662401'],es,replied_to
193504277,True,Diario Nuevo Día,nuevodiaenlinea,Estado Falcón - Venezuela,@Homelando_Landa @shop350 @MGnano2k @miseleccionmx @Lc24C O los cambios para finiquitar el partido 👌🏼,Twitter for Android,False,2022-11-28 18:40:02+00:00,1597299291064008704,['1597299291064008704'],es,replied_to
1316555503267278848,False,oscar,enfadosoinc,,"#NuevoDía | 👉🇲🇽🇦🇷Esta fue la amenaza de @Canelo contra #Messi @fifaworldcup_es, @Argentina @miseleccionmx 

#CaneloVsMessi #canelomessi #MéxicoVsArgentina 
#NoticiasFalcón

Más información AQUÍ 👇
https://t.co/4qK6DqD9F1 https://t.co/Loc5unfPP4",TweetDeck,False,2022-11-28 18:40:00+00:00,1597299283853656066,['1597299283853656066'],es,
2337233802,False,🏁 DUB-Shop Club 🏎,CaafFdez1989,,"@geo_jerry @miseleccionmx Hasta que dejemos de sobre valorar a jugadores que no han hecho nada.
En Brazil hasta que no ganan algo en Europa nadie los conoce.
En Mexico ganan la de acenso y ya le ponen pedestal.",Twitter for iPhone,False,2022-11-28 18:39:49+00:00,1597299236755734528,['1597299236755734528'],es,replied_to
98202182,False,Luis M. Renteria,LuiskRF,,"@medranoazteca Siéntese un rato, para vislumbrar lo que presentará la @miseleccionmx!!! 😬😬😬",Twitter for iPhone,False,2022-11-28 18:39:38+00:00,1597299190559752192,['1597299190559752192'],es,replied_to
709090099,False,nicolas delbart,NicoGranatee,"Lanús, BS AS, Argentina","@azulycrema17 @miseleccionmx Arteaga por moreno, no?",Twitter for iPhone,False,2022-11-28 18:39:31+00:00,1597299161304817664,['1597299161304817664'],es,replied_to
1540831401351716864,False,Eduardo Romero Fernández,Eduardo63851486,,@miseleccionmx @Lc24C https://t.co/XNNGpsP427,Twitter for Android,False,2022-11-28 18:39:13+00:00,1597299089590263808,['1597299089590263808'],qme,replied_to
1518637981,False,Claypole City,NachitoBullicio,Brick by Brick ,@miseleccionmx @HenryMartinM Saquen al vegetal Jiménez por favor,Twitter for Android,False,2022-11-28 18:38:55+00:00,1597299014059569153,['1597299014059569153'],es,replied_to
994103803,False,Agustín Del Bosque,AgustinDelBosq,México,@miseleccionmx @HenryMartinM En que negocio dejas que tu empleado la siga cagando  cuando tu ya viste que perjudica a tu empresa? Entonces porque dejas que siga ese malnacido,Twitter for Android,False,2022-11-28 18:38:48+00:00,1597298984108068865,['1597298984108068865'],es,replied_to
1518585078,False,cpauditor,cpauditor,,"@miseleccionmx @Lc24C ¿@miseleccionmx  es cierto que están revendiendo los boletos contra los árabes, por qué la gente ya se quiere regresar?",Twitter for Android,False,2022-11-28 18:38:43+00:00,1597298960322170881,['1597298960322170881'],es,replied_to
1594151455622983680,False,José Alejandro felix,JosAlej81698148,,"@shop350 @synthpreacher @MGnano2k @miseleccionmx @Lc24C No creo que pierda México, al menos no debería, salvo que el tata ponga la misma formación que tuvo contra argentina",Twitter for Android,False,2022-11-28 18:38:42+00:00,1597298956958339073,['1597298956958339073'],es,replied_to
1526930998063009792,False,James Thin,Jaime364971972,,@miseleccionmx Tuki.,Twitter for Android,False,2022-11-28 18:38:36+00:00,1597298931201085441,['1597298931201085441'],in,replied_to
1859494122,False,Fresero 🍓❤️,fresero011,Cd De La Fresa ,@eMe_12_ @Argentina @Canelo @FMF @miseleccionmx ya deja de decir mamadas!!!! se estaba quitando los pinches zapatos!!!,Twitter Web App,False,2022-11-28 18:38:34+00:00,1597298925597523968,['1597298925597523968'],es,replied_to
91726130,False,Uriel Ga-Di,UrielGaDi,México,"@miseleccionmx Creo que ya están hechas las maletas, para cuando pierdan, tomen el primer vuelo disponible. https://t.co/gLhFkpRtyf",Twitter Web App,False,2022-11-28 18:38:33+00:00,1597298921080250368,['1597298921080250368'],es,replied_to
1448380402729570304,False,Eddie,EddieHermida10,,@miseleccionmx @HenryMartinM Vamos selección mexicana,Twitter for Android,False,2022-11-28 18:38:12+00:00,1597298830655250432,['1597298830655250432'],es,replied_to
186495865,False,joel salazar chavez,explosivojoe,colima,@miseleccionmx Puras mamadas con ustedes,Twitter for Android,False,2022-11-28 18:38:11+00:00,1597298828222562305,['1597298828222562305'],es,replied_to
438112042,False,Alberto Cerritos,macm1234,,@miseleccionmx @Lc24C En Europa,Twitter for Android,False,2022-11-28 18:37:59+00:00,1597298777798627329,['1597298777798627329'],es,replied_to
981933066380828672,False,andres v,andresvd81,Leon guanajuato,"Nada de que preocuparnos, Tata es un revolucionario del balonpie y @miseleccionmx se está guardando los goles contra Arabia. 

😅😅😅😅😅",Twitter for Android,False,2022-11-28 18:37:59+00:00,1597298777475665922,['1597298777475665922'],es,
487808853,False,RAUL PUENTE CEDILLO,chachopuente,mexico,"@miseleccionmx @HenryMartinM Yo creo que se deberían de “arriesgar” a poner 2 delanteros, Henry y Funes Mori, necesitamos goles y no es descabellado poner 2 centro delanteros.",Twitter for Android,False,2022-11-28 18:37:57+00:00,1597298770223697920,['1597298770223697920'],es,replied_to
719650468486651904,False,Manuel Vega,_ManuelV_,Aún sin lugar fijo,@RaulOrvananos @miseleccionmx Te estás tardando en irte mucho a Chihuahua y también juega con 5 defensas atrás para que no te ganen,Twitter for iPhone,False,2022-11-28 18:37:53+00:00,1597298753546768385,['1597298753546768385'],es,replied_to
146594172,False,Alex S.,alexsansores,CDMX,@RigoSalda @MiguelAngelBris @miseleccionmx La selección es más mala que cualquier técnico,Twitter for Android,False,2022-11-28 18:37:49+00:00,1597298735431974913,['1597298735431974913'],es,replied_to
1062975820707311617,False,𝘼 𝙎 𝙃 𝙇 𝙀 𝙔 🇲🇽,ashley___one,"Laredo, TX",@miseleccionmx @UnVasoDeLALA https://t.co/MbIx4oi7VS,Twitter for iPhone,False,2022-11-28 18:37:44+00:00,1597298715282505728,['1597298715282505728'],qme,replied_to
1391707660874129409,False,Salvador,Salvado88289703,,@miseleccionmx @UnVasoDeLALA https://t.co/TjM0FMXz0o,Twitter for iPhone,False,2022-11-28 18:37:29+00:00,1597298652938395648,['1597298652938395648'],qme,replied_to
1302478538,False,pank,adrianpanke,Haedo,@ErnestoAmador @miseleccionmx Todos!,Twitter for Android,False,2022-11-28 18:37:24+00:00,1597298628804370432,['1597298628804370432'],es,replied_to
507779387,False,Juan sifuntes Carlos,JuanSc73,,@miseleccionmx https://t.co/cvosQP9sIV,Twitter for iPhone,False,2022-11-28 18:37:19+00:00,1597298609829347328,['1597298609829347328'],qme,replied_to
1534410714722574340,False,Yair Contreras Ríos,YairContrerasR2,,"@miseleccionmx @HenryMartinM Jueguen sin entrenador, que no se dieron cuenta como nos exhibió ese  puto director, y ustedes de agachones por querer unos minutitos de mundial, que mal raul que mal guardado, antuna? Que falta, que juegue funes?",Twitter for Android,False,2022-11-28 18:37:15+00:00,1597298592170983424,['1597298592170983424'],es,replied_to
2731969829,False,Edgar Luna Cruz,sepiatata,San Juan de Aragón pos Covid.,"Mientras tanto las princesitas de la mal llamada #SeleccionMexicana solo tienen en mente retratarse ellos y sus parientes con los jugadores que sí anotan goles
Pero bueno, que puede esperarse si la afición aún así los recibirá como si regresaran con la #CopaMundial
@miseleccionmx https://t.co/j8GkJhZ62X",Twitter Web App,False,2022-11-28 18:37:14+00:00,1597298589503746048,['1597298589503746048'],es,quoted
628918466,False,PaulCC,paulcc12,No where,@miseleccionmx @Lc24C https://t.co/W4u3LdYorq,Twitter for iPhone,False,2022-11-28 18:37:09+00:00,1597298567726919683,['1597298567726919683'],qme,replied_to
1070310359100153861,False,Ivan Mancilla,IvanMan25540325,,"@TotalmenteLeo @ClubAmerica @miseleccionmx El problema surgió desde que no se despidió al Tata desde las dos derrotas consecutivas vs 🇺🇸.
En la convocatoria que no se tomó en cuenta a @CH14_  @DiegoLainez10 a Santi, Rocha y darle fogueo a tipos como Acevedo.
Además , se jugó a no perder y a no atacar , así es imposible 👍",Twitter for iPhone,False,2022-11-28 18:37:01+00:00,1597298533664976896,['1597298533664976896'],es,replied_to
274127478,False,Eloy M,Eloynd7,,@miseleccionmx @HenryMartinM https://t.co/OxACvtg5yJ,Twitter for iPhone,False,2022-11-28 18:37:01+00:00,1597298532247310336,['1597298532247310336'],qme,replied_to
1544721118858190851,False,Sid Vicious,nasacuata,,Titular por favor!!! https://t.co/tqbG3XN629,Twitter for Android,False,2022-11-28 18:36:55+00:00,1597298507047919616,['1597298507047919616'],es,quoted
384903161,False,oscaroirg,oscaroirg,,@juanmij @OmarDuranLanda @MiguelAngelBris @miseleccionmx 🤣🤣🤣🤣🤣🤣 sin argumentos,Twitter for Android,False,2022-11-28 18:36:51+00:00,1597298491784826880,['1597298491784826880'],es,replied_to
2952998067,False,Abraham Lasnalg 🇶🇦 🇲🇽 🇺🇸,geo_jerry,"Dallas, TX",@tntsportsmex @miseleccionmx @Lc24C Jajajajjaja jajajajajjaja solos se gastan https://t.co/6UZ0DdWJrd,Twitter for Android,False,2022-11-28 18:36:48+00:00,1597298477595529218,['1597298477595529218'],es,replied_to
296456265,False,David Anguiano,Daviddialectica,México,@miseleccionmx chinguen a su mmmm,Twitter Web App,False,2022-11-28 18:36:41+00:00,1597298448063410176,['1597298448063410176'],es,replied_to
1515365400313143296,False,Enlapera,En_la_pera,,"@Mexican992 @Dr_PaulinoVigil @Faitelson_ESPN @miseleccionmx No le hagan caso al viejo pendejo ese del Paulino, que ni en Panamá lo quieren.",Twitter for Android,False,2022-11-28 18:36:28+00:00,1597298395282288640,['1597298395282288640'],es,replied_to
152358615,True,La Silla Rota,lasillarota,"México, Distrito Federal","A pesar de estar a las puertas de la eliminación, la @miseleccionmx no lo resentirá en los patrocinadores...
https://t.co/paeD3wUdqE",Twitter for Android,False,2022-11-28 18:36:14+00:00,1597298336373309441,['1597298336373309441'],es,
1169462150,False,MANU MORA,073MORA,"S.L.P, México","Totalmente de acuerdo @miseleccionmx @Televisa @eazcarraga @RicardoBSalinas Yon de louisa, @MikelArriolaP, @LigaBBVAMX los dueños de los equipos q solo ven por el negocio, la verdad, el fútbol mexicano está podrido, ojalá la gente deje de apoyar hasta q haya un verdadero cambio. https://t.co/ozk0XFnj13",Twitter for iPhone,False,2022-11-28 18:35:58+00:00,1597298270585622528,['1597298270585622528'],es,
124066352,False,aaron alcazar,aaronalcazar,,@lasillarota @miseleccionmx Nunca estuvo para mi!,Twitter for Android,False,2022-11-28 18:35:55+00:00,1597298257813999616,['1597298257813999616'],es,replied_to
2876240538,False,TORO 🇫🇮⚽️,MrToro07,"Los Angeles, CA","@Miguel_layun @Miguel_layun comparto tu opinión y a lo mejor @Canelo se acelero como todos nosotros, pero yo tengo una duda cómo llego una camisa ""sudada"" al vestidor de Argentina quiere decir que alguien en la @miseleccionmx después de la chinga tubo la vergüenza de intercambiarla?🤔🤷",Twitter for Android,False,2022-11-28 18:35:46+00:00,1597298218315849728,['1597298218315849728'],es,replied_to
1371325104,False,Rodolfo Rangel,rudyrangel93,,@miseleccionmx @Lc24C Eliminado*,Twitter for Android,False,2022-11-28 18:35:27+00:00,1597298140658352129,['1597298140658352129'],es,replied_to
1435656824,False,Cinthia Villa,arroba_cin,"Guadalajara, Jalisco","@miseleccionmx @UnVasoDeLALA Oye @Canelo y no te quieres encontrar a alguno de estos petardos, así como directivos corruptos, ellos mancillannmas el nombre de México con su selección pedorra",Twitter for Android,False,2022-11-28 18:35:27+00:00,1597298139706576896,['1597298139706576896'],es,replied_to
1574969902921826305,False,Joaquin,Joaquin54835731,,Van a hacer historia canijos......se los prometo....🤣😂 https://t.co/47N4X3o4Ho,Twitter for Android,False,2022-11-28 18:35:26+00:00,1597298136850239488,['1597298136850239488'],es,quoted
2775835736,False,Pako Leal,pakito3k,Nipomo ,"Y asi es como entrena @miseleccionmx , parecen los viejitos del ""Cachibol"" del DIF (Con todo respeto para mis viejitos), por eso no aguantan ni 20 minutos en la cancha al tope... https://t.co/pacI6MnLU2",Twitter Web App,False,2022-11-28 18:35:11+00:00,1597298071389736961,['1597298071389736961'],es,quoted
2511023754,False,Diego M.,dgoony,Desde la cdmx,"@RaulOrvananos @miseleccionmx Lecciones Básicas de Liderazgo Deportivo:
1. No esperes que un proyecto tenga éxito, si no contratas a la persona con el perfil correcto para liderarlo, o bien, si aún cuando tenga el perfil correcto, no tiene o perdió en el camino, el interés profesional por liderar el proyecto.",Twitter for Android,False,2022-11-28 18:35:09+00:00,1597298062019690497,['1597298062019690497'],es,replied_to
39417848,False,Oscar,eseweyx,,"@Canelo Me imagino que si sos tan machito vas a Boxear a todos los mexicoamericanos que quemaron la  bandera mexicana.
¿ o sos cobarde bocón y vende humo nomas?
Estas haciendo quedar mal a TODOS los hermanos mexicanos que no tienen la cabeza quemada como vos
@miseleccionmx https://t.co/7fypwtYqVI",Twitter for Android,False,2022-11-28 18:35:07+00:00,1597298055434600448,['1597298055434600448'],es,replied_to
1540831401351716864,False,Eduardo Romero Fernández,Eduardo63851486,,#Qatar2022 | La esperanza sigue viva para @miseleccionmx https://t.co/Rty9PSsdCe,TweetDeck,False,2022-11-28 18:35:00+00:00,1597298025453559811,['1597298025453559811'],es,
110047337,False,Leunam Seliva,manaviles,Kiribati,"Madre Mía si estuviera en nuestro Grupo un Africano como Ghana o un Asiático como Korea, ya nos hubieran goleado @miseleccionmx @CARLOSLGUERRERO @AlejandroGomezA @PasionWFM",Twitter for Android,False,2022-11-28 18:34:52+00:00,1597297991614095360,['1597297991614095360'],es,
979846078550986753,False,Masperfectaquenormal,Barbaralopezjv2,,@AdalFrancoESPN @miseleccionmx De acuerdo,Twitter for iPhone,False,2022-11-28 18:34:50+00:00,1597297986392195072,['1597297986392195072'],es,replied_to
86085425,False,Rafa Torres,Patottas,Mexico City / Tampa Bay Fl. ,@miseleccionmx 0 goles del Tri en dos partidos del Mundial. Es momento de descongelar al Hermoso 🇲🇽 https://t.co/HVjxPoYSMf,Twitter for iPhone,False,2022-11-28 18:34:50+00:00,1597297985502646279,['1597297985502646279'],es,
1509753298357825569,False,Antonio de Jesús Quioz Chavez,de_quioz,,@TioMalin @lex54054481 @RaulOrvananos @miseleccionmx Santiago Baños asi son las cosas. Lo mismo,Twitter for Android,False,2022-11-28 18:34:47+00:00,1597297972781649920,['1597297972781649920'],es,replied_to
