verified,name,location,user_id,username,withheld.country_codes,edit_history_tweet_ids,source,possibly_sensitive,created_at,tweet_id,text,lang,withheld.copyright,withheld.country_codes,type,geo.coordinates.type,geo.coordinates.coordinates
FALSE,Oscar Montauti,"ÜT: 11.094894,-63.857494",60071006,omontauti,,['1597299112134967297'],Twitter for Android,FALSE,2022-11-28 18:39:19+00:00,1.60E+18,"@Adriananunezr y @LilaVanorio
muy buena la nota de los restaurantes... Muy buena. Lo del restó en la grúa, mamarracho...
y la carne en Vzla no es tan buena, ni la de Sta Bárbara. La Uruguaya es súper súper... y la de Argentina también y la de USA... USHHH se corta con el tenedor",es,,,,,
FALSE,Tércio,"Fortaleza, Ceará",1589901085,bequebomdebola,,['1597299110503075841'],Twitter for Android,FALSE,2022-11-28 18:39:18+00:00,1.60E+18,"A Organizada da Argentina é fruto de um conglomerado de organizadas dos clubes de lá.
O Movimento Verde Amarelo tenta rejeitar associação com as nossas organizadas.

Por isso a La Guardia Imperial é foda e o MVA uma piada. https://t.co/muDp0cqW50",pt,,,quoted,,
FALSE,MonKey 🐒,CDMX ,3178646677,_moooooonC,,['1597299110503018496'],Twitter for iPhone,FALSE,2022-11-28 18:39:18+00:00,1.60E+18,"@iquetorbellino Quisiera tirarle hate a Argentina, pero de allá es el maestro Cerati. 😩🤌🏻",es,,,replied_to,,
FALSE,Laura 🦦🐈,não seja ganancioso,7.70E+17,laurettis,,['1597299110050418688'],Twitter Web App,FALSE,2022-11-28 18:39:18+00:00,1.60E+18,"@nadanovonofront Argentina tem que ficar no lugar dela: primeira rodada. No mais, topo.",pt,,,replied_to,,
FALSE,Lisa,,1.53E+18,Lisa64410475,,['1597299108368494593'],Twitter for Android,FALSE,2022-11-28 18:39:18+00:00,1.60E+18,"@betobooks No soy argentina, pero me gustaría saber como llego a esa conclusión y por qué generaliza si en todos los países del mundo hay gente racista.",es,,,replied_to,,
FALSE,Vamos Brasil. 💙💚💛🇧🇷,"Baltimore, MD",1.20E+18,MoosieFC,,['1597299107949064192'],Twitter for iPhone,FALSE,2022-11-28 18:39:18+00:00,1.60E+18,@wooldon @mikey_esquire Show us when Argentina won the World Cup.,en,,,replied_to,,
FALSE,Guillermo Daniel Debernardi Escorpion, Argentina,1.56E+18,HeridoEscorpio1,,['1597299107462119424'],Twitter for Android,FALSE,2022-11-28 18:39:18+00:00,1.60E+18,"@quelopariobo2 Deja de renegar sintoniza la radio La Red de Argentina  y escucha el partido, suerte para tu selección, un abrazo desde Bs As Argentina 🇦🇷",es,,,replied_to,,
FALSE,DANIEL CENDOYA,La Plata,268895605,DANIELCENDOYA,,['1597299106200031237'],Twitter Web App,FALSE,2022-11-28 18:39:17+00:00,1.60E+18,"@diegobranca uno de los mayores HDP de la Argentina. Ensobrado, ñoqui, chorro y delincuente. https://t.co/q0w5YbXktq",es,,,quoted,,
FALSE,𝕄 𝔼 𝕏 𝕀 𝕋 𝕆 ℕ 𝕐📌,,151637068,TonyMelgarejo,,['1597299103226294272'],Twitter Web App,FALSE,2022-11-28 18:39:17+00:00,1.60E+18,"@Gabiroja1 Por favor, di que Arabia Saudita le gana a México y Argentina a Polonia, para que todo sea al revés 🤣",es,,,replied_to,,
FALSE,Falcãozada,MAYUCA SHIPPER,1.52E+18,falcaozadalol,,['1597299102567784448'],Twitter for Android,FALSE,2022-11-28 18:39:17+00:00,1.60E+18,@futebol_info Imagem Maior que a Argentina,pt,,,replied_to,,
FALSE,Hugo Navarro,,1.49E+18,HugoNav34820277,,['1597299102404214784'],Twitter Web App,FALSE,2022-11-28 18:39:17+00:00,1.60E+18,"@Winston_Dunhill que raro falta @LaRomiScalora y estamos todos, deberían tener vergüenza , en Argentina hay un 50% de pobreza y estos pánfilos tiran fotos como si fuesen héroes y no se dan cuenta que son unos garcas ensobrados",es,,,replied_to,,
FALSE,Kevin,"San Juan, Argentina",1.50E+18,Kevincuello23,,['1597299098683838464'],Twitter for Android,FALSE,2022-11-28 18:39:16+00:00,1.60E+18,"Canelo venite a dar una vuelta para argentina, en una de esas te encontras con Messi lcdth",es,,,,,
FALSE,Abel calvo,,1.55E+18,Abelcalvo7Abel,,['1597299095416471552'],Twitter for Android,FALSE,2022-11-28 18:39:15+00:00,1.60E+18,"@CBF_Futebol @Casemiro Grande Brasil campeón...

Brasil padre natural y artificial de argentina 👏🤣 🔨👊",es,,,replied_to,,
FALSE,oscar pereiro,Ciudad del Libertador General ,4376477387,oscarpereiro4,,['1597299093130596352'],Twitter for Android,FALSE,2022-11-28 18:39:14+00:00,1.60E+18,@ferna2mil @eldestapeweb Parece que sufren de amnecia. O estuvieron fuera de Argentina cuando gobernó el sr reposera..sin pandemia y sin guerra,es,,,replied_to,,
FALSE,ネル🇦🇷,"En el reino de muy, muy lejano",1120729488,nelflower,,['1597299093122211840'],Twitter for Android,FALSE,2022-11-28 18:39:14+00:00,1.60E+18,@biblesumett @Buildbuilddd @beoncloud_th 💕🔥🇦🇷  Pasion Argentina por ustedes https://t.co/oPGdSnYJ6d,es,,,quoted,,
FALSE,pablo,,1.60E+18,pablo030164481,,['1597299090689511425'],Twitter for Android,FALSE,2022-11-28 18:39:14+00:00,1.60E+18,"@Canelo Después de todo este circo que hacía una camiseta de México en el vestuario de argentina.?

Aaa y cuando quieras canelo no cruzamos 🤙💪",es,,,replied_to,,
FALSE,Andrew vickers,,2414600115,AndrewVickers80,,['1597299090186203136'],Twitter for iPhone,FALSE,2022-11-28 18:39:14+00:00,1.60E+18,@FirstFalklands It’s got fuck all to do with Argentina who visits British territories.,en,,,replied_to,,
FALSE,Farfán,"Buenos Aires, Argentina",3106807319,andrescfarfan,,['1597299086042226690'],Twitter for Android,FALSE,2022-11-28 18:39:13+00:00,1.60E+18,"Me avisan desde oriente vía FAX sobre el FC-1 Thunder. 

Buenos vientos para la adquisición de FC-1 Thunder por parte de Argentina. Se prioriza la soberanía. 

Ampliaremos. https://t.co/BPQaYZu6wv",es,,,,,
FALSE,Sergio 💯,,467502246,Sergiobas94,,['1597299074654695424'],Twitter for iPhone,FALSE,2022-11-28 18:39:10+00:00,1.60E+18,"@ulixeneize_ @River_Historia @blasitobjs @astonpija @Mario___RM Respétate que sólo tenéis un mundial más y con trampitas.
Francia es más grande que Argentina de aquí a Saturno",es,,,replied_to,,
FALSE,ⓟ Gilson SEP 👑🌵,"Ceará, Brazil",9.75E+17,gilsonc10,,['1597299067523985408'],Twitter for iPhone,FALSE,2022-11-28 18:39:08+00:00,1.60E+18,@GaviZeiro @choquei Queremos vc como ex cidadã brasileira meter o pé fora do meu país e morar lá na Argentina…,pt,,,replied_to,,
FALSE,Mario,,205897180,marioalvarez500,,['1597299066676776960'],Twitter Web App,FALSE,2022-11-28 18:39:08+00:00,1.60E+18,"@osvwal La fabrica de pobres en argentina se llama peronismo y aliados tóxicos, todas las provincias gobernadas por peronistas es pobre, chaco era una provincia pujante y en 8 años los peronachos, la empobrecieron. EL PERONISMO ES EL MAL.",es,,,replied_to,,
FALSE,Gilbertpalace,,1.37E+18,gilbertpalace,,['1597299065834078208'],Twitter for Android,FALSE,2022-11-28 18:39:08+00:00,1.60E+18,@alciraque Ese Canelo🤬 kiere protagonismo. Un billon de Messianos🇦🇷🇦🇷🇦🇷🇦🇷 listos para defenderlo #Argentina 👏👏👏👏👏👏,es,,,replied_to,,
FALSE,𝕧𝕧𝕚𝕔𝕜𝕪𝕪 𝕧𝕒𝕣𝕘𝕒𝕤,,1.51E+18,VictoriaOrlandi,,['1597299059558998016'],Twitter for iPhone,FALSE,2022-11-28 18:39:06+00:00,1.60E+18,"me desmayoooo, viene the weekend a la argentina aaaaaa",es,,,,,
FALSE,No me cierres la cuenta Elon Musk :(,"Valencia, Venezuela",421104710,alejandroelbase,,['1597299059148357632'],Twitter for Android,FALSE,2022-11-28 18:39:06+00:00,1.60E+18,"Octavos de final sera 

Paises Bajos V Usa
Inglatera Vs Ecuador 

Argentina Vs Dinamarca
Francia Vs Polonia

España Vs Bélgica 
Japon vs Croacia

Brasil vs Portugal
Suiza vs Uruguay",es,,,,,
FALSE,Arthˢᵉᵖ 🇧🇷🇧🇷,todas,1.33E+18,Arth_bruh,,['1597299057105723393'],Twitter for Android,FALSE,2022-11-28 18:39:06+00:00,1.60E+18,"@Syodus Mas nois tava sem nosso principal jogador (se a Argentina joga sem Messi contra o México o jogo é 0x0), e os caras que entraram foram bem: Bruno, Rodrygo, Antony

E os jogadores de trás fazem grandes jogos Alex Sandro, casemiro, Thiago Silva e marquinhos",pt,,,replied_to,,
FALSE,SARAI GARCIA,,1.59E+18,SARAIGA86219030,,['1597299053972590592'],Twitter for Android,FALSE,2022-11-28 18:39:05+00:00,1.60E+18,@Canelo lo bueno que existe un Dios grande y poderoso que hace justicia...Ahora nos tocará ver la caída brutal de Argentina... porque el que se ensalsa y es orgulloso Dios lo humilla🙏,es,,,replied_to,,
FALSE,Cítrica Radio,Buenos Aires,95456582,citricaradio,,['1597299053850943488'],Twitter Web App,FALSE,2022-11-28 18:39:05+00:00,1.60E+18,"Si, ganamos el partido clave ante México ⚽️y ahora la Selección Argentina depende de sí misma para llegar a octavos de final de Qatar 2022 🇦🇷 Este miércoles se viene Polonia y hay que dejarlo todo 👊

la columna competa de @Lucasitzer 
👉https://t.co/VEEIBoVbOl https://t.co/sNcy7CQgRt",es,,,,,
FALSE,cruyff leyenda🇵🇱,,1.56E+18,davidgmdeiv,,['1597299051665711104'],Twitter for Android,FALSE,2022-11-28 18:39:04+00:00,1.60E+18,"@DF1Lagoa @inakiangulo Necesitas una defensa muy sólida en bloque bajo 

Y España no tiene ese tipo de jugadores 

Esos jugadores están en Francia en argentina en Brasil 

Por eso juegan a transicionar 

Alemania te va arriba y juega a lo mismito que España y es probable que gane el mundial",es,,,replied_to,,
FALSE,Container,"Córdoba, Argentina",621483659,ContainerAr,,['1597299051057516544'],Twitter Web App,FALSE,2022-11-28 18:39:04+00:00,1.60E+18,"“En Argentina, entender sobre todo al empresario grande, a aquél que comanda compañías nacionales o extranjeras que cumplen una función importante en los mercados, es ciertamente complejo.” https://t.co/CQbMBgdDi6",es,,,,,
FALSE,MARTINOB46,,1.60E+18,m4rt1nobdsgt,,['1597299050906546178'],Twitter for Android,FALSE,2022-11-28 18:39:04+00:00,1.60E+18,@Canelo No  patea la playera canelo se le quedó enganchada después de la patada que les dio en el chiquito pinché joto jajajajaja aguante argentina caraja y deparó saludo a los de TNT SPORT JAJAJA sigan metiéndose con messi que se las va a seguir metiendo jajajaja,es,,,replied_to,,
FALSE,maxine🎄,she he they,1.59E+18,cosmicstacy,,['1597299047899205632'],Twitter for Android,FALSE,2022-11-28 18:39:04+00:00,1.60E+18,"“toda latinoamérica odia a los mexicanos” WHO’S WE? la mayoría odia a argentina y entre ellos en sí, no eres alt, eres estúpido-",es,,,,,
FALSE,Pablo Bianchi 🇮🇹 🇦🇷,Buenos Aires,307283500,pabloabianchi,,['1597299047706263558'],Twitter Web App,FALSE,2022-11-28 18:39:04+00:00,1.60E+18,@casper_sl Pero claro. Yo creo que todos los problemas de Argentina se solucionan con ramas de ruda macho...,es,,,replied_to,,
FALSE,florecita GANAMOOOOS🇦🇷🇦🇷🇦🇷, she/her ,1.26E+18,twicecIowns,,['1597299045386838017'],Twitter for Android,FALSE,2022-11-28 18:39:03+00:00,1.60E+18,"@jgynmyluv ganó argentina el sábado, reviví",es,,,replied_to,,
FALSE,thearquitec2 2.0,,1.55E+18,thearquitec22,,['1597299045357170688'],Twitter for Android,FALSE,2022-11-28 18:39:03+00:00,1.60E+18,"@Spidey_Hood @FortniteGame Pan dulce
I don't know 
Argentina buenos aires reverendo padre fhay don't dox me",en,,,replied_to,,
FALSE,Marcos,"Belo Horizonte, Brasil",2819813356,O_Marcos_Santos,,['1597299041712295936'],Twitter for Android,FALSE,2022-11-28 18:39:02+00:00,1.60E+18,"@FelipeS07308365 @hevertonfutebol Não, bobo... Grupo forte é o da Inglaterra. Grupo forte é o da Alemanha, com Japão e Costa Rica. Grupo forte é o da França, com Austrália e Tunísia. Grupo forte é o da Argentina, com Arábia Saudita, México e Polônia... Grupo forte é o da Bélgica, com Marrocos e Canadá 👍🏽",pt,,,replied_to,,
FALSE,Enamul huqe,,1.60E+18,Enamulhuqe6,,['1597299038214574080'],Twitter Web App,FALSE,2022-11-28 18:39:01+00:00,1.60E+18,@FIFAcom @Argentina Love u messi,en,,,replied_to,,
FALSE,Pioneira de variante,"Curitiba, Paraná ",57673659,annitaribeiro,,['1597299034192236544'],Twitter for Android,FALSE,2022-11-28 18:39:00+00:00,1.60E+18,"Vecna vendo Will, Max e Lucas com a camisa da Argentina https://t.co/UuhBkLUIAQ",pt,,,,,
FALSE,Negativo para covid 19,"Mendoza, Argentina",160353441,jmermu,,['1597299033286275075'],Twitter for Android,FALSE,2022-11-28 18:39:00+00:00,1.60E+18,"Los que tienen guita hacen feria para vender sus cosas usadas, tipo si ellos están cagados... estamos muertos. 
Argentina.",es,,,,,
FALSE,isabela,São Paulo,67706698,isabelazzv,,['1597299028500193282'],Twitter for iPhone,FALSE,2022-11-28 18:38:59+00:00,1.60E+18,"@_lisabodyguard_ @zainaccent @WavySwey @PopBase messi is good indeed, just no world cup in his very last one 😭 continues to cry argentina",en,,,replied_to,,
FALSE,Benjamin Gedan,"Washington, D.C.",50053196,benjamingedan,,['1597299027116445698'],Twitter Web App,FALSE,2022-11-28 18:38:59+00:00,1.60E+18,Escucharemos nuevas ideas de altos ejecutivos de @Vrio @DIRECTVLA y @Globant y del @AmChamArgentina sobre como ampliar la oferta laboral en el sector tecnológico en Argentina y en otros países latinoamericanos.,es,,,replied_to,,
FALSE,Polita Alvarez,,719087234,PolitaAC13,,['1597299026063691776'],Twitter for iPhone,FALSE,2022-11-28 18:38:58+00:00,1.60E+18,@Canelo Tanto respetas México que escribiste Argentina con mayúscula y México en minúsculas y sin tilde…. 👀,es,,,replied_to,,
FALSE,Masito,"Lanús Oeste, Argentina",2324581746,MaxiAbbruzzese1,,['1597299025061253121'],Twitter Web App,FALSE,2022-11-28 18:38:58+00:00,1.60E+18,"Latinoamérica ha experimentado una aceleración hacia la digitalización. Pero el futuro de la transformación es incierto como resultado de retos como la limitada mano de obra digital. Mañana exploramos soluciones con líderes del sector tecnológico.

https://t.co/zReIwLYinJ",es,,,,,
FALSE,ro,she/her,2439218376,songlikeshe,,['1597299021030526976'],Twitter for Android,FALSE,2022-11-28 18:38:57+00:00,1.60E+18,A partir de este momento quiero tanto a Bangladesh como a Argentina. https://t.co/iQnoWEpF45,es,,,quoted,,
FALSE,d.avi,📍Rosario ,235639179,d_avim,,['1597299020632051713'],Twitter for Android,FALSE,2022-11-28 18:38:57+00:00,1.60E+18,che si argentina juega el sábado me imagino que van a pasar el partido por las pantallas del estadio no? perdón harry pero primero está la selección,es,,,,,
FALSE,., latina 🇧🇷 💓 🇰🇷,1.46E+18,sosotwta,,['1597299018798727170'],Twitter for Android,FALSE,2022-11-28 18:38:57+00:00,1.60E+18,"cada set que vuelvo a escuchar de @dj_dnox me pone cada vez más manija. próxima fecha en Argentina sea donde sea, voy",es,,,,,
FALSE,SEFAT FF,,1.60E+18,ff_sefat,,['1597299018308034560'],Twitter for Android,FALSE,2022-11-28 18:38:57+00:00,1.60E+18,américa latina menos argentina vamos https://t.co/GQ0e4w3ead,es,,,quoted,,
FALSE,PFEDE CAMPEÓN DE AMERICA 🇦🇷,"Tampa, FL",238578152,_PFede,,['1597299016827801600'],Twitter for Android,FALSE,2022-11-28 18:38:56+00:00,1.60E+18,@FIFAcom @Argentina Love Bangladesh love Argentina love Muslim,en,,,replied_to,,
FALSE,Sadiya SH,Northern Cameroun,1.50E+18,sadiyash1984,,['1597299009961734145'],Twitter for iPhone,FALSE,2022-11-28 18:38:55+00:00,1.60E+18,Need East Argentina 🇺🇾 to get the W,en,,,,,
FALSE,exterminadordenargentinitos,Cancun,1.16E+18,Raparsin,,['1597299008048795648'],Twitter Web App,FALSE,2022-11-28 18:38:54+00:00,1.60E+18,"World Cup # Qatar2022

Souvenirs 

Group C Round 1 

Argentina 1-2 Saudi

Pologne 0-0 Mexico https://t.co/FJVr4oiovC",en,,,,,
FALSE,Brian,"Buenos Aires, Argentina",2176722692,BrianPizarro41,,['1597299002831437824'],Twitter for iPhone,FALSE,2022-11-28 18:38:53+00:00,1.60E+18,@Angel_Rsz98 @Alvamrtnz Con su fortuna compra argentina y las Malvinas,es,,,replied_to,,
FALSE,Impulso Ciudadano por La Red // @sinfiltro.ar,"Mar del Plata, Argentina",1.30E+18,ImpulsoCiudada2,,['1597298995638198273'],Twitter Web App,FALSE,2022-11-28 18:38:51+00:00,1.60E+18,"@CarlosMaslaton Carlos, si incluye pasaje a Qatar y entradas para futuros partidos de Argentina, estoy interesado.",es,,,replied_to,,
FALSE,Syo,.,1.30E+18,Syodus,,['1597298988302340097'],Twitter for Android,FALSE,2022-11-28 18:38:49+00:00,1.60E+18,"⚽️Con Messi y clima alegre, Argentina se entrenó pero Scaloni no dio pistas del equipo https://t.co/ahSKEv8EAT",es,,,,,
FALSE,💫 RODOLFO BELLO ⭐🍎 (@BELLOELQLOLEA),Cd. de México,1.20E+18,BelloelQlolea,,['1597298985391493121'],Twitter for Android,FALSE,2022-11-28 18:38:49+00:00,1.60E+18,"@tlo_thiag0 Sim meu ponto é que isso provavelmente não vai se repetir porque foi exatamente assim em 18, tomaram pressão da Argentina por subestimar o oponente e dominaram os outros 3 jogos 

Ja isso que aconteceu com o Brasil não tenho tanta certeza",pt,,,replied_to,,
FALSE,MIGUEL A,venezuela,218328853,MIGUELACHO4000,,['1597298983189483520'],Twitter for iPhone,FALSE,2022-11-28 18:38:48+00:00,1.60E+18,".
Chairo:  

Que te decepciono más:

a)  El partido Mexico vs Argentina del mundial  (perdimos 2 - 0)

b)  La procesión de AMLO más de 2 mil camiones de acarreados y nunca se pudo llenar el zócalo

Caray que mal fin de semana
. https://t.co/5JOsOGgryx",es,,,,,
FALSE,Daniel,,1.55E+18,DanielCARP_,,['1597298983122407425'],Twitter for Android,FALSE,2022-11-28 18:38:48+00:00,1.60E+18,Algunas personas sacan de contexto mis comentarios..... dije que pasaría si Argentina tuviera un equipo de fútbol ⚽ mediocre que nunca ganará nada....,es,,,,,
FALSE,Efrén Enrique Parra Niño,"Valencia, Venezuela",3159756681,efrenparra3010,,['1597298982882902016'],Twitter for Android,FALSE,2022-11-28 18:38:48+00:00,1.60E+18,@santty1891 @GraciasVirrey0 Pense q habia dicho algo de argentina 😔,es,,,replied_to,,
FALSE,Garoto esquisito 🇧🇷,casa do caralho ,1.51E+18,Pedro_farinha69,,['1597298979833712640'],Twitter for Android,FALSE,2022-11-28 18:38:47+00:00,1.60E+18,"@SebastianaB Tranquilos,Argentina solo llega a 8vo de final y el Sr Messi vera su retiro sin ser campeón del mundo",es,,,replied_to,,
FALSE,El CID Campeador.,México,252761223,cisasid,,['1597298976734466048'],Twitter for Android,FALSE,2022-11-28 18:38:47+00:00,1.60E+18,QM POSTA FOTO COM CAMISA DA ARGENTINA NN TEM O DIREITO DE USAR A DO BRASIL https://t.co/I023wQaW12,pt,,,quoted,,
TRUE,infobae,,69416519,infobae,,['1597298975303868416'],Twitter Web App,FALSE,2022-11-28 18:38:46+00:00,1.60E+18,"Por $1,000.00 vitoreo hasta a Argentina. https://t.co/i6pdpgQXZr",es,,,quoted,,
FALSE,🐍🇦🇷 anamaría VI A HARRY,Colombia,93473418,_melodrana,,['1597298972192018432'],Echobox,FALSE,2022-11-28 18:38:46+00:00,1.60E+18,Fuerte apuesta de Argentina en París para que Bariloche sea la sede de la Expo Internacional Especializada 2027 https://t.co/nUl3yDv47m,es,,,,,
FALSE,matilde bordagaray,,2395337552,matilbebordagar,,['1597298971743252481'],Twitter for iPhone,FALSE,2022-11-28 18:38:45+00:00,1.60E+18,que oso marica brasil ni español hablan y se ríen con la k? aguante argentina https://t.co/2rpWJDj5P7,es,,,quoted,,
FALSE,Nadeem,Pakistan,492412329,clickonnadeem,,['1597298969075666947'],Twitter for Android,FALSE,2022-11-28 18:38:45+00:00,1.60E+18,#MacriMufa     #MacriMufa   #MacriMufa   FIRMES   HASTA EL MIÉRCOLES  DESPUÉS QUE    TERMINE   ARGENTINA  /POLONIA...QUE EMPIEZA  14:00 HA.,es,,,,,
FALSE,Johnny Rodriguez S.,,1733893316,ElarquiJuan,,['1597298967972556800'],Twitter for Android,FALSE,2022-11-28 18:38:45+00:00,1.60E+18,@md_jinn What about Argentina &amp; Poland match MD???,en,,,replied_to,,
FALSE,Tyler Durden,,1.56E+18,Homelando_Landa,,['1597298957306462208'],Twitter Web App,FALSE,2022-11-28 18:38:42+00:00,1.60E+18,"@daniellziraldo @4RC4N1 https://t.co/Z7p3GAUl7L el 40% del ejercito de San Martin era negro, y asi siguio siendo hasta la guerra del Paraguay",es,,,replied_to,,
FALSE,shodvwn! 🇯🇴,,1.22E+18,brrbrr6969,,['1597298956958339073'],Twitter for Android,FALSE,2022-11-28 18:38:42+00:00,1.60E+18,"@shop350 @synthpreacher @MGnano2k @miseleccionmx @Lc24C No creo que pierda México, al menos no debería, salvo que el tata ponga la misma formación que tuvo contra argentina",es,,,replied_to,,
FALSE,richarlison brasil🇧🇷,Nárnia,1.14E+18,alcoholicgoatt,,['1597298952109690880'],Twitter for Android,FALSE,2022-11-28 18:38:41+00:00,1.60E+18,"Incredible scene in the match of between Argentina and Mexico at Dhaka University, Bangladesh! 🙂🇧🇩
#ArgentinavsMexico https://t.co/aUHvMWlBUD https://t.co/vRwVqAN1o6",en,,,quoted,,
FALSE,xo,,9.56E+17,snowchitd,,['1597298951442812929'],Twitter for Android,FALSE,2022-11-28 18:38:41+00:00,1.60E+18,"and Argentina 👀
https://t.co/MyJDsRdENE https://t.co/Z8ATPMNuNv",en,,,quoted,,
FALSE,Revista Panorama,Global,214529517,panorama_la,,['1597298949731516416'],Twitter for iPhone,FALSE,2022-11-28 18:38:40+00:00,1.60E+18,enquanto isso a argentina comemorando por vencer a várzea mexicana https://t.co/OsahHN8f1p,pt,,,quoted,,
FALSE,Sylvie St. Martin,Liège-Belgique ,1.42E+18,SilviaStMartin1,,['1597298949555388417'],Twitter for iPhone,FALSE,2022-11-28 18:38:40+00:00,1.60E+18,#QatarWorldCup2022 🇶🇦 ⚽ | Podrían deportar de Catar a un jugador de la selección argentina de fútbol por presunto abuso sexual https://t.co/nnF6ldsQ0n,es,,,,,
FALSE,Marcos,"Belo Horizonte, Brasil",2819813356,O_Marcos_Santos,,['1597298946891997184'],Twitter Web App,FALSE,2022-11-28 18:38:39+00:00,1.60E+18,"@rolandosenpay @leocanagasaya @Amyyfontao @YorYo8103 @Wilson_Torres01 @mor_lorraine @ElVatoLoc0 Una la ganó Brasil y la otra Argentina. Y no, no te puedo decir por qué la ganó. No soy argentina y era muy chica en el 86. Pero vi el partido del sábado y los mexicanos son más sucios que una papa negra. De modo que podés ir guardándote tus apreciaciones.",es,,,replied_to,,
