verified,username,user_id,location,name,source,tweet_id,possibly_sensitive,created_at,lang,edit_history_tweet_ids,text,type,geo.coordinates.type,geo.coordinates.coordinates
False,Lic_Perafan,486084607,,Lic Perafán,Twitter Web App,1597295123187978241,False,2022-11-28 18:23:28+00:00,es,['1597295123187978241'],"Actor argentino responde a Canelo Álvarez y defiende a Messi por pisotear playera mexicana en Qatar #Messi #Messico #QatarWorldCup2022 #Qatar2022 #FIFAWorldCup #Guardado #SeleccionMexicana #México #Argentina #MéxicovsArgentina #Tri #Tricolor Bivol, Canelo https://t.co/ag4R0d4s80",,,
False,UniversalPuebla,1364713714906255361,"Puebla, México",El Universal Puebla,Yuzzit Pro,1597292445514944512,False,2022-11-28 18:12:49+00:00,es,['1597292445514944512'],"La #SelecciónMexicana llega a 384 minutos sin anotar gol. 
#TodoSobreQatar https://t.co/owfNcj5i9Q",,,
False,PlanoDeportivo,974896970,"San Luis Potosí, México",Plano Deportivo,Twitter Web App,1597292423608422402,False,2022-11-28 18:12:44+00:00,es,['1597292423608422402'],"🥊😡¡El Canelo enfureció! Explota contra Messi 🇦🇷 por la playera de la #SelecciónMexicana 🇲🇽
https://t.co/LsEiTnj78e",,,
False,TODUPNews,2453177977,"Monterrey, Nuevo León, México",@TODUPNews,TweetDeck,1597291981281153027,False,2022-11-28 18:10:59+00:00,es,['1597291981281153027'],"Mientras haya vida, hay esperanza. Memo Ochoa manda un mensaje de optimismo, previo a su último partido de Fase de Grupos del Mundial 

Los detalles: https://t.co/lNu4teJcbt 
#MEX #SelecciónMexicana #Qatar2022 https://t.co/sWh3Q1a3xD",,,
False,SenderoArtesMar,1517755890,"México, D.F.",SenderoArtesMarciales,Blog2Social APP,1597291524185890819,False,2022-11-28 18:09:10+00:00,es,['1597291524185890819'],"La Selección Mexicana definió el futuro de Gerardo Martino

#GerardoMartino #México #SelecciónMexicana #Tricolor

https://t.co/mJS8C4HM2Q",,,
True,e_consulta,25695532,"Puebla, México",Periódico e-consulta,Twitter Web App,1597290884735062016,False,2022-11-28 18:06:37+00:00,es,['1597290884735062016'],"Una gran cosecha de medallas🎉 logró la #SelecciónMexicana 🇲🇽de #Judo en el Evento Clasificatorio a los XXIV Juegos Centroamericanos y del Caribe San Salvador 2023, al ganar ocho medallas y quedar en el 2° del medallero 😍❤️👏👍https://t.co/5YaauruxgS @cp_judo @CONADE @COM_Mexico",,,
False,Paolame30827680,1146598112691142656,"Quintana Roo, México ",🐟ඏ 𝓹𝕒ｏ_ᵖΔᵒⓛ丨ţ𝐀 🌻🐶🦀🐾,TweetDeck,1597289225740771330,False,2022-11-28 18:00:02+00:00,es,['1597289225740771330'],"#Video || 🫣 ¿Qué es la “maldición del quinto partido” para la #SelecciónMexicana en los mundiales?
https://t.co/16IGVuOuD1",,,
False,Xavi_alexx,165827000,Monterrey. Mexico,Xavi,Twitter for Android,1597288841383399424,False,2022-11-28 17:58:30+00:00,es,['1597288841383399424'],@espinosa_cla Que más se puede esperar de la #SeleccionMexicana,replied_to,,
False,Deportrece,765637819955937280,México,Deportrece,Twitter for Android,1597286979108208642,False,2022-11-28 17:51:06+00:00,es,['1597286979108208642'],"Que triste es tener otro equipo favorito que no sea tu @miseleccionmx pero es que en realidad nunca han servido! Lamentablemente 😢😪 se le apoya pero nunca nos dan nada a cambio , solo desepciones #SeleccionMexicana",,,
False,Mariocarr_av,304826007,mexico,Dr. No,Twitter Web App,1597286662110789633,False,2022-11-28 17:49:51+00:00,es,['1597286662110789633'],"🚨 Deporfans, ¿Quieren ganarse una playera oficial de la Selección Mexicana? 👕🇲🇽

➡️ Sigue los pasos que se explican en la imágen y se uno de los ganadores 🎁👏

Link para participar 👉 https://t.co/6PS6AoRD2x

#DeportreceLaVozDeTuPasion #SeleccionMexicana https://t.co/feyf5PJAsH",,,
False,Gooolzalez,158855988,"Nuevo León, México.",RICH⚽️,Twitter for Android,1597286345457553415,False,2022-11-28 17:48:35+00:00,es,['1597286345457553415'],@mejorespatadas1 La domina y le pega mejor que muchos de la #SeleccionMexicana,replied_to,,
False,HCHansMijail,155772858,México. ,Hans Mi Herrera Ca,Twitter Web App,1597285610729115649,False,2022-11-28 17:45:40+00:00,es,['1597285610729115649'],"1er. Gol de Brasil al minuto 85 Vs Suiza.

Si Brasil tiene problemas en serio que no tenga problemas el Piojo Alvarado y Antuna para meter gol.

#SeleccionMexicana",,,
False,snakewalker421,2212132926,En el ombligo de la luna.,Dany Valencia,Twitter for iPhone,1597284864012582913,False,2022-11-28 17:42:42+00:00,es,['1597284864012582913'],"@GiovaHDZc9 @Faitelson_ESPN Jaja 😜 #messi necesitó doparse con vitaminas, siempre de #Iniesta y #Xavi para formar su carrera, hoy ayuda de #TataMartino para eliminar a una de las peores #SeleccionMexicana.

Cómo bien dices #Ronaldinho quien le dio su primer gol y le mostró cómo gambetear jugaba borracho.",replied_to,,
False,SportWinpot,1580475758971174913,México,WinpotSport,Twitter for Android,1597284570268782593,False,2022-11-28 17:41:32+00:00,es,['1597284570268782593'],"El fútbol mexicano está a la altura de su inversión de jugadores y de su crecimiento y apoyo a largo plazo, la generación de nuestra  #SeleccionMexicana no tiene el nivel para competir internacionalmente.",,,
True,ImagenTVMex,780103512155824128,,Imagen Televisión,Twitter for Android,1597284123194060800,False,2022-11-28 17:39:45+00:00,es,['1597284123194060800'],"¿Quién es el culpable  de la mala actuación de México en Qatar 2022? 

#Qatar2022 #SeleccionMexicana #TataMartino https://t.co/SlUZXMC2Ws",,,
False,_SoyFutbol_,1483956137481363457,,Soy Futbol,Yuzzit Pro,1597283927861121024,False,2022-11-28 17:38:59+00:00,es,['1597283927861121024'],"La #SelecciónMexicana sigue sin marcar un sólo gol en #Qatar, pero los que siguen anotando son los aficionados mexicanos y el líder goleador se llama Yahir, ""el hombre bocina""...
 
@LopezOlvera  con la información. 

#AbreLosOjos #ImagenNoticias con @franciscozea @imagenZea https://t.co/5UgM6Icxjn",,,
False,cachaalvares01,911709745886703617,,Cachaalvarez01,Twitter Web App,1597282353725906944,False,2022-11-28 17:32:43+00:00,es,['1597282353725906944'],"Selección Mexicana: ¿De quién era la camiseta de México que 'pateó' Messi?
#Messi #Messico  #SeleccionMexicana #SeleccionArgentina #MexicovsArgentina #ArgentinavsMexico #leomessi10 
#MundialQatar2022 #MundialQatar #Qatar2022 #QatarWorldCup2022  https://t.co/u2E9b8JSNm",,,
False,meta_elsiglo,1057788577222815745,Comarca Lagunera,META de El Siglo de Torreón,Twitter Web App,1597282127736733702,False,2022-11-28 17:31:49+00:00,es,['1597282127736733702'],"Selección Mexicana: Guillermo Ochoa 'da la cara' y lanza mensaje a la afición

#SeleccionMexicana #SeleccionArgentina #MexicovsArgentina #ArgentinavsMexico 
#MundialQatar2022 #MundialQatar #Qatar2022 #QatarWorldCup2022 #QatarWorldCup22 #Qatar22
https://t.co/VvPKnZbmLt",,,
True,US_diarioas,3598705636,"Miami, FL",AS USA,Twitter for iPhone,1597281988612087808,False,2022-11-28 17:31:16+00:00,es,['1597281988612087808'],"¿Aún te queda duda? #SeleccionArgentina #SeleccionMexicana @fifaworldcup_es  ¿En realidad, ese es tu ídolo? https://t.co/PwuhRsvwpc",replied_to,,
False,Podium_Deportes,860007973199814656,México,Podium Deportes,elsiglo.mx,1597281675704008705,False,2022-11-28 17:30:02+00:00,es,['1597281675704008705'],"Aficionado explota por la ausencia de Acevedo y otros jugadores en Qatar 

#meta #deportes #SelecciónMexicana https://t.co/iiFvYDBKr1",,,
False,ShibaInuFANBOYy,1247985971292966915,MIAMI,$hiba FAN BOY🌏,TweetDeck,1597281667797827584,False,2022-11-28 17:30:00+00:00,es,['1597281667797827584'],"Hace falta algo más que un milagro para que la Selección Mexicana avance a la siguiente ronda de la Copa del Mundo 😳🙏🏻🇲🇽

#Qatar2022 #SeleccionMexicana https://t.co/2vaGXEEE59",,,
True,BolavipMex,1908739764,México,Bolavip México,Twitter for iPhone,1597281429427146752,False,2022-11-28 17:29:03+00:00,es,['1597281429427146752'],"#SeleccionMexicana | #Qatar2022 

¡A dos días del gran día! 

Inicio de semana para @miseleccionmx y se trabaja previo al juego del miércoles ante #KSA . 

#MEX necesita una victoria para soñar con los octavos. https://t.co/RpFAe6FcGe",,,
False,FutbolConCharly,1554865706084274178,CDMX,Hablando de Futbol con Charly,Twitter for Android,1597281421298573316,False,2022-11-28 17:29:01+00:00,qme,['1597281421298573316'],@Canelo #Canelo #SeleccionMexicana https://t.co/1MJj1AreWN,replied_to,,
False,TribunaSonora,512584141,"Ciudad Obregón, Sonora, México",Tribuna Sonora,Echobox,1597280231961907201,False,2022-11-28 17:24:17+00:00,es,['1597280231961907201'],"Anótale bien, Tata 🇲🇽📝 https://t.co/CebaRYTJW0",,,
False,Enrry_Q,837441849656754176,Ciudad de México,Enrry Q,Twitter for iPhone,1597279994040160256,False,2022-11-28 17:23:21+00:00,es,['1597279994040160256'],"Gran polémica, falta de respeto hacia #México #SeleccionMexicana por parte del número 10 de la #SeleccionArgentina  #Messi. Para los que piensan que es mentira abro hilo de ocasiones en que #messi ah dañado y burlado a 3ros https://t.co/IZdfpfuHtC",,,
False,ramon925800121,1533817056033853440,,ramon,Twitter for iPhone,1597279492132999169,False,2022-11-28 17:21:21+00:00,es,['1597279492132999169'],"VÍDEO | @lupisflowers14, la periodista que correteó a Cuauhtémoc Blanco y a #Maradona hasta lograr tenerlos para su cámara

https://t.co/hAsu4IsafE 

#CuauhtemocBlanco #SeleccionMexicana #Qatar2022 https://t.co/ek0Kg00cK8",,,
False,eldatomx,753022150030856193,"Cuernavaca, Morelos",El Dato Noticias Morelos,Twitter Web App,1597279376575385600,False,2022-11-28 17:20:54+00:00,es,['1597279376575385600'],"Todo indica que Andrés Guardado terminó su participación en #Qatar2022 y también su carrera con la #SeleccionMexicana 🗣️‼️

Distintos medios informaron que el jugador de 36 años sufrió un tirón en la pierna derecha por lo que estará de baja por lo menos 20 días.

#Qatar https://t.co/4xIGoA08rV",,,
False,ElJimmyBalboa,89839597,MEXICO,Alex Hernández,Twitter for Android,1597279338445307904,False,2022-11-28 17:20:44+00:00,es,['1597279338445307904'],"¿Que necesita México para competir en los mundiales?
Que @Televisa deje de manejar a su antojo el fútbol mexicano 
#SeleccionMexicana https://t.co/DQJWxsLc8s",,,
False,puebla_321,1020536726903836672,"Puebla, México",Puebla 321 - Noticias,Twitter Web App,1597278979630977024,False,2022-11-28 17:19:19+00:00,es,['1597278979630977024'],@adrenalina @SFuentes08 La unica solucion a todo este desastre de la seleccionmexicana  la tiene la misma aficion mexicana si quieres tener la eperanza de ver a mexico pasar al quinto partido MI QUERIDA AFICION MEXICANA TU MANDAS LEVANTA TU VOZ Y SACA A YON DE LUISA EL ES EL CULPABLE DE TODO,replied_to,,
False,nomedivierto08,2916437230,Absurdistan,Efren Sandoval,Twitter for Android,1597278544261918720,False,2022-11-28 17:17:35+00:00,es,['1597278544261918720'],ANDRÉS GUARDADO NO JUGARÁ ANTE ARABIA SAUDITA ESTE MIÉRCOLES // #Qatar2022 #futbol⚽️ #internacional #QATAR #guardado #seleccionmexicana #noticias #eldato https://t.co/NeQaNXYsZd,,,
False,EnConcretoMich,1097879021763780608,"Morelia, Michoacán de Ocampo",Michoacán en Concreto,Echobox,1597277364760858630,False,2022-11-28 17:12:54+00:00,es,['1597277364760858630'],¿Cuál puede ser el rival de México en caso de avanzar a los Octavos de Final del Mundial Qatar 2022? 🇲🇽👀 https://t.co/0qHHngEnIC,,,
False,OsalraraG,1308478591601176577,,Osalrara_Gaming,Twitter for Android,1597277158723842048,False,2022-11-28 17:12:05+00:00,es,['1597277158723842048'],"Dejando a un lado las mamadas del #caneloalvarez 
Weyes, ahora todos somos polacos 🤣🤣🤣🤣  venga Polonia, partele el culo a argentina para que califiquemos nosotros 😞 (si es que le ganamos a Arabia 🤣
#SeleccionArgentina #SeleccionMexicana #Polonia #Mundial2022 #Qatar2022 https://t.co/IrtgOPuOOm",,,
False,FCualli,182051201,México,Financiera Cualli,Twitter Web App,1597276548540772352,False,2022-11-28 17:09:39+00:00,es,['1597276548540772352'],"Con prohibidas fotos, Suzy Cortez consuela a la Selección Mexicana
@SuzyCortez_ #SuzyCortez 
#SeleccionMexicana #SeleccionArgentina #MexicovsArgentina #ArgentinavsMexico 
#MundialQatar2022 #MundialQatar #Qatar2022 #QatarWorldCup2022 #QatarWorldCup22 
 https://t.co/GoyeqApaR7",,,
False,IvetteEnrquez2,1211076614185877504,,Ivette Enríquez,Twitter for iPhone,1597276544422248448,False,2022-11-28 17:09:38+00:00,es,['1597276544422248448'],"La #SeleccionMexicana deja claro que la crisis que existe en nuestro país, consume todo… hasta al fútbol.",,,
False,CntroObservador,1029478086650355713,"Puebla, Pue.",👁 El Observador del Centro,Twitter for iPhone,1597276510448410624,False,2022-11-28 17:09:30+00:00,es,['1597276510448410624'],"#Viral 😱🤔  El jugador estrella de #Argentina, Leonel #Messi fue captado pateando supuestamente la playera de la #SelecciónMexicana 

https://t.co/YJho3oEu1b",,,
False,MRCoyoacan,774377361873604609,"Romero de Terreros, Coyoacán",MR Coyoacán,Twitter for Android,1597275955143507970,False,2022-11-28 17:07:18+00:00,es,['1597275955143507970'],"Ya @Canelo no mames 😞 deja de humillarnos, pide perdón y cierra Twitter
#mexicoargentina #SeleccionArgentina #SeleccionMexicana",,,
False,MiriamAdaneli,1153863555600605184,,Miriam Adaneli,Twitter Web App,1597275088919072768,False,2022-11-28 17:03:51+00:00,es,['1597275088919072768'],"Me acabo de enterar que el técnico de la #SeleccionMexicana se ""vendió"" en el juego sacando a los refuerzos importantes porque es argentino y tarara tarara... ¿No podemos aceptar simplemente que el equipo no tiene talento y ya? ¿Por qué se les sigue justificando?",,,
False,areynapalma,164540764,"Red Keep, King’s Landing",Alexis Reyna,MenCTuit,1597274919754035200,False,2022-11-28 17:03:11+00:00,es,['1597274919754035200'],"“No se puede vencer al que no sabe rendirse”: AMLO https://t.co/5keOqN1Jad
#Qatar 
#SelecciónMexicana 
#Futbol
#Mundialdefutbol
#2022",,,
False,dlg_jrf,1578001731467747333,,Desde las Gradas,Twitter Web App,1597274472721317889,False,2022-11-28 17:01:24+00:00,es,['1597274472721317889'],"Pues apenas vi eso de que #Messi ""barrio"" el suelo con la playera de la #SeleccionMexicana y la verdad que el que haya hecho el footage de eso es una persona que solo quiere ver el mundo arder, es cierto que la playera esta en el suelo(como muchas otras), pero de ahi a lo otro..",,,
False,CordobaUma,1297736274334294016,"Av. 11 No. 1206 Córdoba, Ver.",Universidad Mesoamericana Córdoba,Hootsuite Inc.,1597274266180808704,False,2022-11-28 17:00:35+00:00,es,['1597274266180808704'],"Atención personalizada y solución en menos de 72 hrs.

#SomosMásQueUnProducto 

#mundial #Qatar #MundialMéxico #Mundial2022 #SelecciónMexicana #partidosdeselección #México70 #mundialqatar2022 #mundiales #mundialqatar22 #crédito #líneadecrédito https://t.co/Icgmaaz4fb",,,
False,LuisAng0211,1447595490699251712,"Victoria, Tamaulipas",Luis Angel,TweetDeck,1597274167904440321,False,2022-11-28 17:00:12+00:00,es,['1597274167904440321'],"¿TODOS CONTRA EL 'CANELO'? 🤔

Cesc Fábregas también le respondió al pugilista tapatío después de amenazar a Messi por supuestamente patear el jersey de la #SeleccionMexicana en #Qatar2022 😳🇲🇽

https://t.co/wULj8diujw",,,
False,SistemasAdn,1364789715044618241,"México, CDMX, NuevoLeón, GDL","ADN Sistemas - computadoras, software, accesorios",Twitter for Android,1597274132672294913,False,2022-11-28 17:00:03+00:00,es,['1597274132672294913'],Impactantes predicciones nos dio nuestra bella @mhonividente en #EstaMañana por el @heraldo_tv #Canelo #SeleccionMexicana #Chicharito #Sismo #AnimalesenCirculo #AndresGarcia #PoloniavsArgentina excelente forma de iniciar la semana #MhonienEstaMañana https://t.co/stvIiPp28M,,,
False,diariopronto,1369000379690680328,,diariopronto,Twitter Web App,1597274128519761923,False,2022-11-28 17:00:02+00:00,es,['1597274128519761923'],"🥊#ShowBiz | “Que le pida a Dios que no me lo encuentre!!” declaró el #CaneloÁlvarez, luego de asegurar que #Messi piso una playera de la #SeleccionMexicana .🙀
https://t.co/yjukiiy9Zz https://t.co/WrkqzLvqTQ",,,
False,IvetteEnrquez2,1211076614185877504,,Ivette Enríquez,TweetDeck,1597274121859055617,False,2022-11-28 17:00:01+00:00,es,['1597274121859055617'],"Recuerda que estamos transmitiendo los partidos del Mundial para que vengas a acompañarnos. ¡Te esperamos!⚽🏆

#mrcoyoacán #mundialqatar #qatar2022 #fifa #copadelmundo #soccer #fútbolsoccer #méxico #selecciónmexicana #chuckylozano #foodmarket #mercadogastronómico #coloniaroma https://t.co/ILLRZ3ozfM",,,
False,Elmexicanissimo,1331504241341587456,"Portales Norte, Benito Juárez",Mexicano Irreverente,Twitter Web App,1597273806443188225,False,2022-11-28 16:58:46+00:00,es,['1597273806443188225'],"MISMAS VIBRAS

#SeleccionMexicana 
#FIFAWorldCup 
#Qatar2022 https://t.co/XIryEO9sdg",,,
False,pacomlmd,108446617,"Zapopan, Jalisco",Paco ML ⚕ 🚴🏼‍♂️🚵🏼‍♂️,Twitter for Android,1597273337193168896,False,2022-11-28 16:56:54+00:00,es,['1597273337193168896'],"Desde el 12 de noviembre del 2021 sabíamos que tendríamos el PEOR mundial en la historia y ahora resulta que es culpa de los empresarios? Coherencia por favor!! 
#mexicoargentina #Mundial2022 #Salinas #mexicana #SeleccionMexicana 
@RicardoBSalinas",,,
True,e_deportivo,41698048,México,Espacio Deportivo مساحة رياضية,Twitter Web App,1597272576711004163,False,2022-11-28 16:53:52+00:00,es,['1597272576711004163'],"🎙️ El mensaje que mando Guillerrmo Ochoa a la afición mexicana 🇲🇽🙏

Deporfans, ¿Ustedes seguirán creyendo hasta el final? 🤨💬

#miseleccionmx #Mexico #seleccionmexicana #FIFAWorldCup2022 #Qatar #FIFAWorldCup #Qatar2022 https://t.co/UYVUxhgrWx",,,
False,areynapalma,164540764,"Red Keep, King’s Landing",Alexis Reyna,Twitter for iPhone,1597272535653285888,False,2022-11-28 16:53:43+00:00,es,['1597272535653285888'],"Lo que hizo Messi si es una falta de respeto para todo México, para esos pequeños que le piden a sus papás una playera, para esos papás que les compran una playera de $100 hasta los que gastan hasta $2000 por sentir orgullo, apoyo y pasión por su país. #SeleccionMexicana",,,
False,_SoyFutbol_,1483956137481363457,,Soy Futbol,Twitter for iPhone,1597272458775924736,False,2022-11-28 16:53:24+00:00,es,['1597272458775924736'],"#México cae ante #Argentina y depende de diferentes resultados para pasar 🤨🗑.

#mexicoargentina #Tata #SeleccionMexicana #SeleccionArgentina 
#Qatar2022 

https://t.co/UW8Usi4AX3",,,
False,GabrielCastleJr,1103869176345575424,🇵🇦ℙ𝕒𝕟𝕒𝕞á ,Gabriel Castle Jr🍥,Twitter Web App,1597272388856868865,False,2022-11-28 16:53:08+00:00,es,['1597272388856868865'],Agradecemos la participación de nuestros alumnos en la Quiniela UMA y felicitamos a nuestros ganadores. #Mundial2022 #Qatar2022 #MexicoVsArgentina #SeleccionMexicana #UniversidadMesoamericana #Cordoba #Alumnos https://t.co/dxwbhaDdZD,,,
False,Cuauhtemoc_1521,772961053,Tenochtitlan,Tlatoani_Cuauhtemoc,Twitter for Android,1597272339460558848,False,2022-11-28 16:52:56+00:00,es,['1597272339460558848'],"Preocuparte por la inseguridad de tu país ❎
Preocuparte por el nivel que da tu selección en el mundial❎
Preocuparte por que Messi ""pateó"" una camisa x✅
#Canelo #SeleccionMexicana #Messi #Qatar2022 #mamada",,,
False,DiarioCoahuila,48206728,"Saltillo, Coahuila, México",El Diario de Coahuila,Twitter Web App,1597272132891049984,False,2022-11-28 16:52:07+00:00,es,['1597272132891049984'],@DimeChacon_ Los que no les da verguenza es a la selección #messi esta haciendo su trabajo #seleccionmexicana,replied_to,,
False,johnjesus25,2339301643,,John Jesús De La Torre 🦊,TweetDeck,1597272044936347650,False,2022-11-28 16:51:46+00:00,es,['1597272044936347650'],"La situación entre la #SelecciónMexicana y la argentina tras su encuentro en el #MundialDeQatar2022 ha traspasado la cancha hasta con los famosos como el #CaneloÁlvarez, esto le mandó decir 👀😳🤯 ⚽️🥊

https://t.co/l4xafJbfNR",,,
False,Deportrece,765637819955937280,México,Deportrece,Twitter for Android,1597271930998259713,False,2022-11-28 16:51:18+00:00,es,['1597271930998259713'],Cómo siempre guapísima mi amiguis @mhonividente en #EstaMañana por el @heraldo_tv buenísimas predicciones #Canelo #SeleccionMexicana #SeleccionArgentina #Animalescaminandoencirculos #Apocalipsis #SismoDiciembre #Chicharito https://t.co/Fhad5mdV6T,,,
False,_LuisBautista,198971524,"Querétaro, Qro. 🇲🇽",LAHB,Twitter for Android,1597271542093983744,False,2022-11-28 16:49:46+00:00,es,['1597271542093983744'],"Lo único que genera el #caneloalvarez con sus tweets sobre #Messi ""pateando"" la playera de México, es hacernos ver cómo malos perdedores. 
@Canelo para de humillarnos más!!! 
#SeleccionMexicana #SeleccionArgentina #Mundial",,,
False,OCeliseo,2200253125,México,Omar Chan,Twitter for Android,1597271414192865281,False,2022-11-28 16:49:15+00:00,es,['1597271414192865281'],"Relájense chingos.
Para empezar, quién fue el groupie de la #SeleccionMexicana que agandalló el jersey de #Messi ?",,,
False,meta_elsiglo,1057788577222815745,Comarca Lagunera,META de El Siglo de Torreón,Twitter Web App,1597270993222836224,False,2022-11-28 16:47:35+00:00,es,['1597270993222836224'],"La estadística juega a favor del Tri ante rivales de Asia. #SelecciónMexicana #SelecciónArabiaSaudita #JustaMundialista #Qatar 
#RBA 
https://t.co/GJAH0B2aKX",,,
False,bobdaddy9,310038350,"Torreón, Coahuila de Zaragoza",PapaDLosPollitos,Twitter for iPhone,1597270833113993218,False,2022-11-28 16:46:57+00:00,es,['1597270833113993218'],"Si, la #SeleccionMexicana son unos pendejos y el DT que tienen es un imbecil pero una cosa es eso y otra que un enano narizón con aires de grandeza se burle de nuestro país, sea o mo sea símbolo patrio pero es la playera que muchos usan con orgullo y pasión y lo hace sagrado",,,
False,futbolmediaofi,1098228509594406912,"Pachuca de Soto, Hidalgo",Futbol Media Oficial,Twitter for Android,1597270358880837632,False,2022-11-28 16:45:04+00:00,es,['1597270358880837632'],Así es papus!!! Y lo dijo una voz autorizada. #Mundial2022 #SeleccionMexicana #mexicoargentina https://t.co/V8ObM4tG7v,,,
False,mamaselasalamoo,1560873800270598144,,onionkalahala,Twitter Web App,1597269865240625154,False,2022-11-28 16:43:06+00:00,es,['1597269865240625154'],"El ex futbolista mexicano quiere cambios dentro de las estructuras de la Liga MX tras caer frente a Argentina en Qatar 2022
#QatarWorldCup2022 #Mexico #LigaMX #Hermosillo #FIFAWorldCupQatar2022 
https://t.co/0iFAUL67JC",,,
False,JosephTormenta,1589385918317838337,,Joseph Valencia,Twitter for Android,1597269681379119104,False,2022-11-28 16:42:22+00:00,es,['1597269681379119104'],@ArinaDiadette @ErnestoAmador Sabe que es lo que sucede que no sabe como esconder la derrota y lo mal que está la selección de #Mexico que necesita crear dicha polémica innecesaria para tapar lo vergüenza que dan ojo hablo de la #Selecciónmexicana,replied_to,,
False,amonlyus,757473381381869569,With Her🖤,••mr•• #RenewTheWilds,Twitter Web App,1597268875217104896,False,2022-11-28 16:39:10+00:00,es,['1597268875217104896'],"Guillermo Ochoa y su esperanzador mensaje para la afición mexicana

#Qatar2022 #FIFAWorldCup #SeleccionMexicana 

https://t.co/Pq41gQFLHE https://t.co/0KPw2u4oYj",,,
