,user_id,verified,name,username,location,text,source,possibly_sensitive,created_at,tweet_id,edit_history_tweet_ids,lang,type
10,1.432802602140455e+18,False,Patria XXI,PatriaXXI_,,"(4/6) From #LaMañanera a message of encouragement was expressed to @miseleccionmx due to their current performance in the #Qatar2022 World Cup.

📷 Record https://t.co/oiAAammMot",Twitter for iPhone,False,2022-11-28 18:43:56+00:00,1597300272690528256,['1597300272690528256'],es,replied_to
11,1.2704631906028462e+18,False,Freddy Mugres,FMugres,Elm street,@miseleccionmx @Lc24C Stop what! sold!,Twitter for iPhone,False,2022-11-28 18:43:51+00:00,1597300253837103104,['1597300253837103104'],es,replied_to
12,130046757.0,False,Roberto García,Tobenomada,De todo el Mundo ,"@miseleccionmx if they really want to remove the thorn from what happened on Saturday, make Arabia pass 1st so that France can reapply the one from 4 years ago hahahahaha otherwise there is no way, now we have to think about 2026 and from now on look for a body MEXICAN technician! #AmbrizAlTri",Twitter for iPhone,False,2022-11-28 18:43:28+00:00,1597300155606499328,['1597300155606499328'],es,
13,1.5142592999161405e+18,False,Pedro Martínez,PedroMa47196219,,"Now calm down the inflation..... I'm Mexican and I don't see bad blood in Messi, I don't see more Canelo fights because it seems very overrated to me, the @miseleccionmx has been doing very badly for a long time in that we should demand https:/ /t.co/7KrCRWRP3D",Twitter for Android,False,2022-11-28 18:43:26+00:00,1597300149298286592,['1597300149298286592'],es,quoted
14,522370793.0,False,CBR,Cbarajas27,"San Diego, CA","Hopefully @miseleccionmx still passes against Martino's decisions, here the Mexican player who plays must understand that he is against a system made to lose and must go out and play all of them, I invite the disobedience of the national teams.",Twitter for iPhone,False,2022-11-28 18:43:25+00:00,1597300144617451520,['1597300144617451520'],es,
15,1.5810803992492155e+18,False,ElRucoMundialista,RucoMundialista,,Be careful here @miseleccionmx https://t.co/RSSEwe9nUi,Twitter for iPhone,False,2022-11-28 18:43:17+00:00,1597300110672953345,['1597300110672953345'],es,quoted
16,77679404.0,False,Ray Paredes 🇺🇸,krazySoundz,Los Angeles Ca.,@miseleccionmx Out with the tata... and the ball of assholes who have no love for their homeland Mexico 🇲🇽,Twitter for Android,False,2022-11-28 18:43:05+00:00,1597300062652338176,['1597300062652338176'],es,replied_to
17,1.586221399349334e+18,False,Real_SilvanoM,Real_silvanoM,,@miseleccionmx @MikelArriolaP How the dog's eggs 🐕 https://t.co/CAlokLSVOW,Twitter for iPhone,False,2022-11-28 18:43:05+00:00,1597300060542623744,['1597300060542623744'],es,replied_to
18,141375428.0,False,Automata con bugs,monolinux,"Villagran,Gto","@AntunaUriel @miseleccionmx Don't go in, bastard. So that we have hope",Twitter for iPhone,False,2022-11-28 18:42:51+00:00,1597300001033449472,['1597300001033449472'],es,replied_to
19,1.5778748622778941e+18,False,Eduardo Literario,JessEduardoVe14,,Reading will prevent you from feeling offended by seeing a @miseleccionmx jersey on the ground.,Twitter for Android,False,2022-11-28 18:42:41+00:00,1597299960256827393,['1597299960256827393'],es,
20,1.4425651545755116e+18,False,Taco de gato,7mesinoelchido,"Celaya, Guanajuato","@Jofre_Matias1 @jgaruvi @valentinoodiaz @miseleccionmx Yes bro we are not going to take away the only thing you have, because the economy and your currency are dlv and don't mention the Malvinas xd",Twitter for Android,False,2022-11-28 18:42:41+00:00,1597299958339993601,['1597299958339993601'],es,replied_to
21,317314223.0,False,Jorge Rojas de Ita,jr_deita,"Distrito Federal, México",@miseleccionmx @Lc24C I imagine that neither Tata nor Yon de Luisa will no longer appear at the party,Twitter for iPhone,False,2022-11-28 18:42:31+00:00,1597299918078906370,['1597299918078906370'],es,replied_to
22,1.4968411472971858e+18,False,Frank,Frank62073154,,@miseleccionmx @Lc24C #FueraTata #corruption https://t.co/OB9opBzlty,Twitter for Android,False,2022-11-28 18:42:29+00:00,1597299907869626368,['1597299907869626368'],qme,replied_to
23,9.163227190498427e+17,False,Almost Famous®,UndergroundPsy4,In yo mama's pussy,Hahaha. They go from V with @miseleccionmx aka #IlusionNacional https://t.co/jAeYzkaPpk,Twitter for Android,False,2022-11-28 18:42:23+00:00,1597299883907899395,['1597299883907899395'],es,
24,120010731.0,False,Kanaletto,seld2040,México,@HatManMx @WeAreAnalysts_ @TeamMessi @miseelectionmx It was with Saved.,Twitter Web App,False,2022-11-28 18:42:21+00:00,1597299874608791552,['1597299874608791552'],es,replied_to
25,113541452.0,False,Ching-Θn™,Chofer_de_micro,Camp Crystal Lake,Hahaha. They go from V with @miseleccionmx aka #IlusionNacional https://t.co/36VWtVEu5i,Twitter for Android,False,2022-11-28 18:42:12+00:00,1597299838320017408,['1597299838320017408'],es,
26,215420378.0,False,Alejandro Luna,Alexlunah,"Guadalajara,Mexico",@miseleccionmx Mediocre selection.,Twitter Web App,False,2022-11-28 18:42:08+00:00,1597299822658473984,['1597299822658473984'],es,replied_to
27,1261007677.0,False,Toño SB,juansbarajas,"Irapuato,Gto / Queretaro,Qro.","It is more worrying that the Mexican teams, after losing, will fight for the opportunity to change Messi's shirt. Within the leadership of @miseleccionmx by losing everyone to the dressing room and thinking about the next game.",Twitter for iPhone,False,2022-11-28 18:42:02+00:00,1597299794459754496,['1597299794459754496'],es,
28,309371067.0,False,guillermo castañeda 🍥,guillermocastae,Mexico,"@Patottas @miseleccionmx In the line of hierarchy, my Rafa is not guilty? Wow, it is not that it is entirely wrong to blame who is the face of the national team project.",Twitter for iPhone,False,2022-11-28 18:41:55+00:00,1597299768543571968,['1597299768543571968'],es,replied_to
29,1.5883711698451497e+18,False,luis,luis905789591,,"@miseleccionmx @Raul_Jimenez9 He's still in the national team with that goal, I think it hurt him a lot.",Twitter for Android,False,2022-11-28 18:41:51+00:00,1597299750143143936,['1597299750143143936'],es,replied_to
30,2810171168.0,False,WGR,jegalindoromo,,@spawnmx @miseleccionmx @HenryMartinM Let's hope that the Arabs give @miseleccionmx the opportunity to play a fifth game (goalless in consecutive World Cup matches),Twitter for Android,False,2022-11-28 18:41:41+00:00,1597299706346233856,['1597299706346233856'],es,replied_to
31,3321397194.0,False,Giovani Gonzalez,shawn198712,"Nezahualcóyotl, México","@HenryMartinM @HHerreramex @HirvingLozano70 @AGuardado18 @Raul_Jimenez9 Hey bastards Don't pay attention to the coach in this last game of @miseleccionmx, they are his tactical approach, play with claws and dedication, even if it's this game, leave the Mother. For dignity I ask you",Twitter for Android,False,2022-11-28 18:41:28+00:00,1597299654286196736,['1597299654286196736'],es,
32,475925738.0,False,Alviore de Röel,Beleashar,Entre el mundo real e irreal,@RaulOrvananos @miseleccionmx How did you do everything to not beat or at least tie Argentina? 😒,Twitter Web App,False,2022-11-28 18:41:25+00:00,1597299641258692608,['1597299641258692608'],es,replied_to
33,1.557768428827689e+18,False,Tyler Durden,Homelando_Landa,,@synthpreacher @shop350 @MGnano2k @miseleccionmx @Lc24C He made the changes very late,Twitter for Android,False,2022-11-28 18:41:14+00:00,1597299593641066496,['1597299593641066496'],es,replied_to
34,846505699.0,False,B TO,Betoaguilera21P,"Miguel Hidalgo, Distrito Feder",@RaulOrvananos @miseleccionmx https://t.co/EX0qn3e0sc,Twitter for Android,False,2022-11-28 18:41:00+00:00,1597299536862806016,['1597299536862806016'],qme,replied_to
35,1.5835500503025664e+18,False,Erick Villagrán Galindo,erickfvg91,,"@miseleccionmx Don't ever play garbage Jiménez, or trunk Alvarado",Twitter for Android,False,2022-11-28 18:41:00+00:00,1597299534547529729,['1597299534547529729'],es,replied_to
36,1.0116804153906913e+18,False,Cristian RN,Cristian_RN94,"Acámbaro, Guanajuato",@miseleccionmx @HenryMartinM Run to the father,Twitter for Android,False,2022-11-28 18:40:44+00:00,1597299470089486337,['1597299470089486337'],ca,replied_to
37,241959616.0,False,Eduardo Salgado,pepez1,,@miseleccionmx Come on.,Twitter for Android,False,2022-11-28 18:40:42+00:00,1597299460748345344,['1597299460748345344'],es,replied_to
38,177263926.0,False,Mr. Perfecto,JCabreras95,,@miseleccionmx What has he been doing so long 🌳 on the court??????,Twitter for iPhone,False,2022-11-28 18:40:42+00:00,1597299459373010945,['1597299459373010945'],es,replied_to
39,1.343551472043176e+18,False,Treinta-ñero,kronstel,,@isaactuit @miseleccionmx @UnVasoDeLALA @NotiTuit @SORIANAhiper Messi: with those you mop well chingon,Twitter for Android,False,2022-11-28 18:40:20+00:00,1597299369715593216,['1597299369715593216'],es,replied_to
40,173277355.0,False,adrian delgado,adriandelgadobe,piedras negras,"@BackchatQueen @El_Rick_Sanchez @B0RRACHIT0 @miseleccionmx @fifaworldcup_es @yosoy8a I said it very clearly, it's a stupid comment, on notice there is no deception",Twitter for Android,False,2022-11-28 18:40:19+00:00,1597299362589470720,['1597299362589470720'],es,replied_to
41,219111648.0,False,Antonio Salazar,hantonsalazar,,@miseleccionmx I hope they lose. I wish you with all my heart,Twitter for iPhone,False,2022-11-28 18:40:12+00:00,1597299333267091458,['1597299333267091458'],es,replied_to
42,1196791502.0,False,Oyp,olipyp_oyp,"Houston, TX","@RicardoBSalinas @miseleccionmx To date, @Mdwiz87 has been a great inspiration to me and my family. To start with I invested $2000 in Bitcoin and after 24 hours I got $9000 in profit in my Bitcoin wallet, its accuracy and reliability cannot be compromised.",Twitter for iPhone,False,2022-11-28 18:40:09+00:00,1597299324441853952,['1597299324441853952'],es,replied_to
43,2679759686.0,False,"Puma de Gerli, El pela!!!",elpumadegerli,"Avellaneda, Argentina","@miseleccionmx @webcamsdemexico @mexico
Don't believe everything you see.
Twitter is full of lies and bad intentions. https://t.co/lkGTZiLptZ",Twitter for Android,False,2022-11-28 18:40:08+00:00,1597299320210227200,['1597299320210227200'],es,quoted
44,855255266.0,False,Papá Peyo,pedrocaudillo,,"And on Thursday come back @miseleccionmx
Will they make it to #Chaifa?

I imagine that Martino is going to arrive directly in Buenos Aires.",Twitter for iPhone,False,2022-11-28 18:40:07+00:00,1597299313943916545,['1597299313943916545'],es,
45,7.725929671357194e+17,False,Fede Ratas🆗,debiponerotro,"Mar del Plata, Argentina",@LucasFdzCABJ @miseleccionmx @HenryMartinM You already ate starving Argentine,Twitter for Android,False,2022-11-28 18:40:05+00:00,1597299305198809088,['1597299305198809088'],es,replied_to
46,760759812.0,False,Rotten Rothko,synthpreacher,Soy de Metapan y voy a Taxco,@ANTICAPITALIS9A @miseleccionmx Karadagián beat the Black Mummy and Canelo would not have lasted two rounds.,Twitter for Android,False,2022-11-28 18:40:04+00:00,1597299302786662401,['1597299302786662401'],es,replied_to
47,193504277.0,True,Diario Nuevo Día,nuevodiaenlinea,Estado Falcón - Venezuela,@Homelando_Landa @shop350 @MGnano2k @miseleccionmx @Lc24C Or the changes to end the game 👌🏼,Twitter for Android,False,2022-11-28 18:40:02+00:00,1597299291064008704,['1597299291064008704'],es,replied_to
48,1.3165555032672788e+18,False,oscar,enfadosoinc,,"#NewDay | 👉🇲🇽🇦🇷This was @Canelo's threat against #Messi @fifaworldcup_es, @Argentina @miseleccionmx

#CaneloVsMessi #canelomessi #MexicoVsArgentina
#NewsFalcon

More information HERE 👇
https://t.co/4qK6DqD9F1 https://t.co/Loc5unfPP4",TweetDeck,False,2022-11-28 18:40:00+00:00,1597299283853656066,['1597299283853656066'],es,
49,2337233802.0,False,🏁 DUB-Shop Club 🏎,CaafFdez1989,,"@geo_jerry @miseleccionmx Until we stop overvaluing players who haven't done anything.
In Brazil, until they win something, in Europe nobody knows them.
In Mexico they win the promotion and they already put a pedestal on it.",Twitter for iPhone,False,2022-11-28 18:39:49+00:00,1597299236755734528,['1597299236755734528'],es,replied_to
50,98202182.0,False,Luis M. Renteria,LuiskRF,,"@medranoazteca Sit down for a while, to glimpse what the @miseleccionmx will present!!! 😬😬😬",Twitter for iPhone,False,2022-11-28 18:39:38+00:00,1597299190559752192,['1597299190559752192'],es,replied_to
51,709090099.0,False,nicolas delbart,NicoGranatee,"Lanús, BS AS, Argentina","@azulycrema17 @miseleccionmx Arteaga for dark, right?",Twitter for iPhone,False,2022-11-28 18:39:31+00:00,1597299161304817664,['1597299161304817664'],es,replied_to
52,1.5408314013517169e+18,False,Eduardo Romero Fernández,Eduardo63851486,,@miseleccionmx @Lc24C https://t.co/XNNGpsP427,Twitter for Android,False,2022-11-28 18:39:13+00:00,1597299089590263808,['1597299089590263808'],qme,replied_to
53,1518637981.0,False,Claypole City,NachitoBullicio,Brick by Brick ,@miseleccionmx @HenryMartinM Take out the vegetable Jiménez please,Twitter for Android,False,2022-11-28 18:38:55+00:00,1597299014059569153,['1597299014059569153'],es,replied_to
54,994103803.0,False,Agustín Del Bosque,AgustinDelBosq,México,@miseleccionmx @HenryMartinM In which business do you let your employee continue screwing up when you already saw that it harms your company? So why do you let that bastard continue?,Twitter for Android,False,2022-11-28 18:38:48+00:00,1597298984108068865,['1597298984108068865'],es,replied_to
55,1518585078.0,False,cpauditor,cpauditor,,"@miseleccionmx @Lc24C @miseleccionmx is it true that they are reselling tickets against the Arabs, why do people already want to return?",Twitter for Android,False,2022-11-28 18:38:43+00:00,1597298960322170881,['1597298960322170881'],es,replied_to
56,1.5941514556229837e+18,False,José Alejandro felix,JosAlej81698148,,"@shop350 @synthpreacher @MGnano2k @miseleccionmx @Lc24C I don't think Mexico will lose, at least they shouldn't, unless the tata puts up the same formation he had against Argentina",Twitter for Android,False,2022-11-28 18:38:42+00:00,1597298956958339073,['1597298956958339073'],es,replied_to
57,1.5269309980630098e+18,False,James Thin,Jaime364971972,,@miseleccionmx Support.,Twitter for Android,False,2022-11-28 18:38:36+00:00,1597298931201085441,['1597298931201085441'],in,replied_to
58,1859494122.0,False,Fresero 🍓❤️,fresero011,Cd De La Fresa ,@eMe_12_ @Argentina @Canelo @FMF @miseleccionmx stop saying blowjobs!!!! she was taking off her fucking shoes!!!,Twitter Web App,False,2022-11-28 18:38:34+00:00,1597298925597523968,['1597298925597523968'],es,replied_to
59,91726130.0,False,Uriel Ga-Di,UrielGaDi,México,"@miseleccionmx I think your bags are already packed, for when you lose, take the first available flight. https://t.co/gLhFkpRtyf",Twitter Web App,False,2022-11-28 18:38:33+00:00,1597298921080250368,['1597298921080250368'],es,replied_to
60,1.4483804027295703e+18,False,Eddie,EddieHermida10,,@miseleccionmx @HenryMartinM Let's go Mexican team,Twitter for Android,False,2022-11-28 18:38:12+00:00,1597298830655250432,['1597298830655250432'],es,replied_to
61,186495865.0,False,joel salazar chavez,explosivojoe,colima,@miseleccionmx Pure blowjobs with you,Twitter for Android,False,2022-11-28 18:38:11+00:00,1597298828222562305,['1597298828222562305'],es,replied_to
62,438112042.0,False,Alberto Cerritos,macm1234,,@miseleccionmx @Lc24C In Europe,Twitter for Android,False,2022-11-28 18:37:59+00:00,1597298777798627329,['1597298777798627329'],es,replied_to
63,9.819330663808287e+17,False,andres v,andresvd81,Leon guanajuato,"Nothing to worry about, Tata is a football revolutionary and @miseleccionmx is saving the goals against Arabia.
😅😅😅😅😅",Twitter for Android,False,2022-11-28 18:37:59+00:00,1597298777475665922,['1597298777475665922'],es,
64,487808853.0,False,RAUL PUENTE CEDILLO,chachopuente,mexico,"@miseleccionmx @HenryMartinM I think they should ""risk"" putting 2 forwards, Henry and Funes Mori, we need goals and it's not unreasonable to put 2 center forwards.",Twitter for Android,False,2022-11-28 18:37:57+00:00,1597298770223697920,['1597298770223697920'],es,replied_to
65,7.196504684866519e+17,False,Manuel Vega,_ManuelV_,Aún sin lugar fijo,@RaulOrvananos @miseleccionmx You are taking a long time to go to Chihuahua and also play with 5 defenders behind so they don't beat you,Twitter for iPhone,False,2022-11-28 18:37:53+00:00,1597298753546768385,['1597298753546768385'],es,replied_to
66,146594172.0,False,Alex S.,alexsansores,CDMX,@RigoSalda @MiguelAngelBris @miseleccionmx The team is worse than any coach,Twitter for Android,False,2022-11-28 18:37:49+00:00,1597298735431974913,['1597298735431974913'],es,replied_to
67,1.0629758207073116e+18,False,𝘼 𝙎 𝙃 𝙇 𝙀 𝙔 🇲🇽,ashley___one,"Laredo, TX",@miseleccionmx @UnVasoDeLALA https://t.co/MbIx4oi7VS,Twitter for iPhone,False,2022-11-28 18:37:44+00:00,1597298715282505728,['1597298715282505728'],qme,replied_to
68,1.3917076608741294e+18,False,Salvador,Salvado88289703,,@miseleccionmx @UnVasoDeLALA https://t.co/TjM0FMXz0o,Twitter for iPhone,False,2022-11-28 18:37:29+00:00,1597298652938395648,['1597298652938395648'],qme,replied_to
69,1302478538.0,False,pank,adrianpanke,Haedo,@ErnestoAmador @miseleccionmx Everyone!,Twitter for Android,False,2022-11-28 18:37:24+00:00,1597298628804370432,['1597298628804370432'],es,replied_to
70,507779387.0,False,Juan sifuntes Carlos,JuanSc73,,@miseleccionmx https://t.co/cvosQP9sIV,Twitter for iPhone,False,2022-11-28 18:37:19+00:00,1597298609829347328,['1597298609829347328'],qme,replied_to
71,1.5344107147225743e+18,False,Yair Contreras Ríos,YairContrerasR2,,"@miseleccionmx @HenryMartinM Play without a coach, you didn't realize how that fucking director showed us, and you crouch for wanting a few minutes of the World Cup, what a bad raul, what a bad guard, Antuna? What is missing, play funes?",Twitter for Android,False,2022-11-28 18:37:15+00:00,1597298592170983424,['1597298592170983424'],es,replied_to
72,2731969829.0,False,Edgar Luna Cruz,sepiatata,San Juan de Aragón pos Covid.,"Meanwhile, the little princesses of the misnamed #SeleccionMexicana only have in mind to photograph themselves and their relatives with the players who do score goals
But hey, what can be expected if the fans will still receive them as if they were returning with the #WorldCup
@miseleccionmx https://t.co/j8GkJhZ62X",Twitter Web App,False,2022-11-28 18:37:14+00:00,1597298589503746048,['1597298589503746048'],es,quoted
73,628918466.0,False,PaulCC,paulcc12,No where,@miseleccionmx @Lc24C https://t.co/W4u3LdYorq,Twitter for iPhone,False,2022-11-28 18:37:09+00:00,1597298567726919683,['1597298567726919683'],qme,replied_to
74,1.0703103591001539e+18,False,Ivan Mancilla,IvanMan25540325,,"@TotalmenteLeo @ClubAmerica @miseleccionmx The problem arose since Tata was not fired since the two consecutive losses vs 🇺🇸.
In the call that @CH14_ @DiegoLainez10 was not taken into account, Santi, Rocha and give guys like Acevedo a blank.
Also, they played not to lose and not to attack, so it's impossible 👍",Twitter for iPhone,False,2022-11-28 18:37:01+00:00,1597298533664976896,['1597298533664976896'],es,replied_to
75,274127478.0,False,Eloy M,Eloynd7,,@miseleccionmx @HenryMartinM https://t.co/OxACvtg5yJ,Twitter for iPhone,False,2022-11-28 18:37:01+00:00,1597298532247310336,['1597298532247310336'],qme,replied_to
76,1.5447211188581908e+18,False,Sid Vicious,nasacuata,,Headline please!!! https://t.co/tqbG3XN629,Twitter for Android,False,2022-11-28 18:36:55+00:00,1597298507047919616,['1597298507047919616'],es,quoted
77,384903161.0,False,oscaroirg,oscaroirg,,@juanmij @OmarDuranLanda @MiguelAngelBris @miseleccionmx 🤣🤣🤣🤣🤣🤣 without arguments,Twitter for Android,False,2022-11-28 18:36:51+00:00,1597298491784826880,['1597298491784826880'],es,replied_to
78,2952998067.0,False,Abraham Lasnalg 🇶🇦 🇲🇽 🇺🇸,geo_jerry,"Dallas, TX",@tntsportsmex @miseleccionmx @Lc24C Hahahahaha hahahahaha they spend themselves https://t.co/6UZ0DdWJrd,Twitter for Android,False,2022-11-28 18:36:48+00:00,1597298477595529218,['1597298477595529218'],es,replied_to
79,296456265.0,False,David Anguiano,Daviddialectica,México,@miseleccionmx fuck her mmmm,Twitter Web App,False,2022-11-28 18:36:41+00:00,1597298448063410176,['1597298448063410176'],es,replied_to
80,1.5153654003131433e+18,False,Enlapera,En_la_pera,,"@Mexican992 @Dr_PaulinoVigil @Faitelson_ESPN @miseleccionmx Don't pay attention to that old asshole from Paulino, they don't even want him in Panama.",Twitter for Android,False,2022-11-28 18:36:28+00:00,1597298395282288640,['1597298395282288640'],es,replied_to
81,152358615.0,True,La Silla Rota,lasillarota,"México, Distrito Federal","Despite being on the verge of elimination, the @miseleccionmx will not resent it in the sponsors...
https://t.co/paeD3wUdqE",Twitter for Android,False,2022-11-28 18:36:14+00:00,1597298336373309441,['1597298336373309441'],es,
82,1169462150.0,False,MANU MORA,073MORA,"S.L.P, México","Totally agree @miseleccionmx @Televisa @eazcarraga @RicardoBSalinas Yon de louisa, @MikelArriolaP, @LigaBBVAMX the owners of the teams who only see it for business, the truth is, Mexican soccer is rotten, I hope people stop supporting until there is a real change. https://t.co/ozk0XFnj13",Twitter for iPhone,False,2022-11-28 18:35:58+00:00,1597298270585622528,['1597298270585622528'],es,
83,124066352.0,False,aaron alcazar,aaronalcazar,,@lasillarota @miseleccionmx It was never there for me!,Twitter for Android,False,2022-11-28 18:35:55+00:00,1597298257813999616,['1597298257813999616'],es,replied_to
84,2876240538.0,False,TORO 🇫🇮⚽️,MrToro07,"Los Angeles, CA","@Miguel_layun @Miguel_layun I share your opinion and maybe @Canelo accelerated like all of us, but I have a question about how a ""sweaty"" shirt got to the dressing room in Argentina, it means that someone at @miseleccionmx after the fuck had the shame of exchange it?🤔🤷",Twitter for Android,False,2022-11-28 18:35:46+00:00,1597298218315849728,['1597298218315849728'],es,replied_to
85,1371325104.0,False,Rodolfo Rangel,rudyrangel93,,@miseleccionmx @Lc24C Eliminated*,Twitter for Android,False,2022-11-28 18:35:27+00:00,1597298140658352129,['1597298140658352129'],es,replied_to
86,1435656824.0,False,Cinthia Villa,arroba_cin,"Guadalajara, Jalisco","@miseleccionmx @UnVasoDeLALA Hey @Canelo and you don't want to find any of these firecrackers, as well as corrupt managers, they stain the name of Mexico with their farting team",Twitter for Android,False,2022-11-28 18:35:27+00:00,1597298139706576896,['1597298139706576896'],es,replied_to
87,1.5749699029218263e+18,False,Joaquin,Joaquin54835731,,"You're going to make history, you guys... I promise you....🤣😂 https://t.co/47N4X3o4Ho",Twitter for Android,False,2022-11-28 18:35:26+00:00,1597298136850239488,['1597298136850239488'],es,quoted
88,2775835736.0,False,Pako Leal,pakito3k,Nipomo ,"And this is how @miseleccionmx trains, they look like the old men from the ""Cachibol"" of the DIF (With all due respect to my old men), that's why they can't even last 20 minutes on the pitch at the top... https://t.co/pacI6MnLU2",Twitter Web App,False,2022-11-28 18:35:11+00:00,1597298071389736961,['1597298071389736961'],es,quoted
89,2511023754.0,False,Diego M.,dgoony,Desde la cdmx,"@RaulOrvananos @miseleccionmx Basic Sports Leadership Lessons:
1. Don't expect a project to be successful if you don't hire the person with the right profile to lead it, or even if he has the right profile, he doesn't have or lost professional interest in leading the project along the way.",Twitter for Android,False,2022-11-28 18:35:09+00:00,1597298062019690497,['1597298062019690497'],es,replied_to
90,39417848.0,False,Oscar,eseweyx,,"@Canelo I imagine that if you're that macho you're going to Box all the Mexican Americans who burned the Mexican flag.
Or are you a mouthy coward and just sell smoke?
You are making all the Mexican brothers who do not have burned heads like you look bad
@miseleccionmx https://t.co/7fypwtYqVI",Twitter for Android,False,2022-11-28 18:35:07+00:00,1597298055434600448,['1597298055434600448'],es,replied_to
91,1.5408314013517169e+18,False,Eduardo Romero Fernández,Eduardo63851486,,#Qatar2022 | Hope is still alive for @miseleccionmx https://t.co/Rty9PSsdCe,TweetDeck,False,2022-11-28 18:35:00+00:00,1597298025453559811,['1597298025453559811'],es,
92,110047337.0,False,Leunam Seliva,manaviles,Kiribati,"My goodness, if an African like Ghana or an Asian like Korea were in our group, they would have thrashed us by now @miseleccionmx @CARLOSLGUERRERO @AlejandroGomezA @PasionWFM",Twitter for Android,False,2022-11-28 18:34:52+00:00,1597297991614095360,['1597297991614095360'],es,
93,9.798460785509868e+17,False,Masperfectaquenormal,Barbaralopezjv2,,@AdalFrancoESPN @miseleccionmx Agree,Twitter for iPhone,False,2022-11-28 18:34:50+00:00,1597297986392195072,['1597297986392195072'],es,replied_to
94,86085425.0,False,Rafa Torres,Patottas,Mexico City / Tampa Bay Fl. ,@miseleccionmx 0 goals for the Tri in two World Cup games. It's time to unfreeze the Beautiful 🇲🇽 https://t.co/HVjxPoYSMf,Twitter for iPhone,False,2022-11-28 18:34:50+00:00,1597297985502646279,['1597297985502646279'],es,
95,1.5097532983578255e+18,False,Antonio de Jesús Quioz Chavez,de_quioz,,@TioMalin @lex54054481 @RaulOrvananos @miseleccionmx Santiago Baños that's how things are. The same,Twitter for Android,False,2022-11-28 18:34:47+00:00,1597297972781649920,['1597297972781649920'],es,replied_to
96,376516498.0,False,Peter,PETER_HR,"Miguel Hidalgo, Distrito Feder","@OmRomo @miseleccionmx Thanks for the information, we're going back to the studio 😎",Twitter for iPhone,False,2022-11-28 18:34:33+00:00,1597297911028912129,['1597297911028912129'],es,replied_to
97,82533083.0,False,Luis Ballado,ballado18,,@FacuZanetti @miseleccionmx @Lc24C https://t.co/bmrk6jtDIi,Twitter for Android,False,2022-11-28 18:34:28+00:00,1597297892032933888,['1597297892032933888'],qme,replied_to
98,54681836.0,False,iv4n mm,ivanmm_04,MÉXICO,@miseleccionmx Trunks,Twitter for iPhone,False,2022-11-28 18:34:15+00:00,1597297837926076416,['1597297837926076416'],es,replied_to
