,user_id,verified,name,username,location,text,tweet_id,created_at,edit_history_tweet_ids,possibly_sensitive,source,lang,type,geo.coordinates.type,geo.coordinates.coordinates
10,1.5085956535507476e+18,False,Damian Gallardo,DamianAG3031492,"San Miguel, Argentina","@QNAEnglish 🇨🇲 #CAMERUM vs #SERBIA🇷🇸
🇰🇷 #KOREADELSUR vs #GHANA🇬🇭
🇧🇷 #BRAZIL vs #SWITZERLAND🇨🇭
🇵🇹 #PORTUGAL vs #URUGUAY

#FIFAWorldCup #Qatar2022
#VamosArgentina #SeleccionArgentina #Argentina #SeleccionMayor #QatarWorldCup2022 #Qatar #Doha #AbuDabi #Fifa #GirlsSoccer #BoddiesSoccer https://t.co/Z6ETQUPtPI",1597193950107820032,2022-11-28 11:41:26+00:00,['1597193950107820032'],False,Twitter for iPhone,es,replied_to,,
11,1.127322497404289e+18,False,レイエス,ReyesDesignz,UK,"@AFPespanol 🇨🇲 #CAMERUM vs #SERBIA🇷🇸
🇰🇷 #KOREADELSUR vs #GHANA🇬🇭
🇧🇷 #BRAZIL vs #SWITZERLAND🇨🇭
🇵🇹 #PORTUGAL vs #URUGUAY

#FIFAWorldCup #Qatar2022
#VamosArgentina #mexicoargentina #SeleccionArgentina #ArgentinavsMexico #Argentina #SeleccionMayor #QatarWorldCup2022 #Qatar #Doha #AbuDabi #Fifa https://t.co/fC2fTfAO9m",1597193861973131264,2022-11-28 11:41:05+00:00,['1597193861973131264'],False,Twitter for iPhone,es,replied_to,,
12,2495199115.0,True,Selección Argentina 🇦🇷,Argentina,Argentina,"@rdz_villasenor @MisterHuevitos @miseleccionmx @SaudiNT_EN 🇨🇲 #CAMERUM vs #SERBIA🇷🇸
🇰🇷 #KOREADELSUR vs #GHANA🇬🇭
🇧🇷 #BRAZIL vs #SWITZERLAND🇨🇭
🇵🇹 #PORTUGAL vs #URUGUAY

#FIFAWorldCup #Qatar2022
#VamosArgentina #mexicoargentina #SeleccionArgentina #ArgentinavsMexico #Argentina #SeleccionMayor #QatarWorldCup2022 #Qatar #Doha #AbuDhabi #Fifa https://t.co/6XMKt6xhoo",1597193507877199872,2022-11-28 11:39:41+00:00,['1597193507877199872'],False,Twitter for iPhone,es,replied_to,,
13,1.2294405851085332e+18,False,David Colombo,hollywoodavid79, ,"@moow2earn @FEFecuador @FootballSenegal @OnsOranje @QFA @TeamMelliIran @USMNT @Cymru @England 🇨🇲 #CAMERUM vs #SERBIA🇷🇸
🇰🇷 #KOREADELSUR vs #GHANA🇬🇭
🇧🇷 #BRASIL vs #SUIZA🇨🇭 
🇵🇹 #PORTUGAL vs #URUGUAY

#FIFAWorldCup  #Qatar2022  
#VamosArgentina #mexicoargentina #SeleccionArgentina #ArgentinavsMexico #Argentina #SeleccionMayor #QatarWorldCup2022 #Qatar #Doha #AbuDabi #Fifa https://t.co/uf2vzTn1Ds",1597192845277790208,2022-11-28 11:37:03+00:00,['1597192845277790208'],False,Twitter for iPhone,es,replied_to,,
14,3548232912.0,False,Barça Boy 🇧🇩🤟,Musfiq141,"Dhaka, Bangladesh","@MadridSports_ @vinijr @RodrygoGoes @edermilitao @fedeevalverde 🇨🇲 #CAMERUM vs #SERBIA🇷🇸
🇰🇷 #KOREADELSUR vs #GHANA🇬🇭
🇧🇷 #BRAZIL vs #SWITZERLAND🇨🇭
🇵🇹 #PORTUGAL vs #URUGUAY

#FIFAWorldCup #Qatar2022
#VamosArgentina #mexicoargentina #SeleccionArgentina #ArgentinavsMexico #Argentina #SeleccionMayor #QatarWorldCup2022 #Qatar #Doha #AbuDabi #Fifa https://t.co/4z08ci9UIz",1597192237816827909,2022-11-28 11:34:38+00:00,['1597192237816827909'],False,Twitter for iPhone,es,replied_to,,
15,1.5085956535507476e+18,False,Damian Gallardo,DamianAG3031492,"San Miguel, Argentina","@sudanalytics_ Unbelievable crowd to watch Argentina-Mexico match at Dhaka University,Bangladesh. 🇧🇩💙🇦🇷

#Selecciónmayor 🫶🤟
#Albicelestaforever 🇧🇩💙🇦🇷
#VamosArgentina ✊💪
#MexicoVsArgentina #Messi𓃵 #WorldCup #Argentina #GOAT𓃵 #Bangladesh #WorldcupQatar2022 #Qatar2022 https://t.co/7gfFBUGtcJ",1597123659185139714,2022-11-28 07:02:08+00:00,['1597123659185139714'],False,Twitter for Android,en,replied_to,,
16,1.127322497404289e+18,False,レイエス,ReyesDesignz,UK,"We are not going to give up.🤙
We are Argentina.🇦🇷💪

#Selecciónmayor 🫶🤟
#Albicelestaforever 🇧🇩💙🇦🇷
#VamosArgentina ✊💪

#WorldCup2022 #Messi #Argentina #Maradona #LeoMessi #GOAT𓃵 #football #FIFAWorldCup #Qatar2022 #Barcelona #Barca https://t.co/Si5UQ6zP69",1597106554104266752,2022-11-28 05:54:09+00:00,['1597106554104266752'],False,Twitter for Android,en,,,
17,3548232912.0,False,Barça Boy 🇧🇩🤟,Musfiq141,"Dhaka, Bangladesh","@dataref_ar Unbelievable crowd to watch Argentina-Mexico match at Dhaka University,Bangladesh. 🇧🇩💙🇦🇷

#Selecciónmayor 🫶🤟
#Albicelestaforever 🇧🇩💙🇦🇷
#VamosArgentina ✊💪
#MexicoVsArgentina #Messi𓃵 #WorldCup #Argentina #GOAT𓃵 #Bangladesh #WorldcupQatar2022 #Qatar2022 https://t.co/06bL036MQn",1597102747480117248,2022-11-28 05:39:02+00:00,['1597102747480117248'],False,Twitter for Android,en,replied_to,,
18,190735561.0,False,Lady Ka,LLadyKKa,,"@DiarioOle @SobugMessi10jr Unbelievable crowd to watch Argentina-Mexico match at Dhaka University,Bangladesh. 🇧🇩💙🇦🇷

#Selecciónmayor 🫶🤟
#Albicelestaforever 🇧🇩💙🇦🇷
#VamosArgentina ✊💪
#MexicoVsArgentina #Messi𓃵 #WorldCup #Argentina #GOAT𓃵 #Bangladesh #WorldcupQatar2022 #Qatar2022 https://t.co/eiM8I6k9eU",1597095441925275650,2022-11-28 05:10:00+00:00,['1597095441925275650'],False,Twitter for Android,en,replied_to,,
19,1.5034813266948506e+18,False,Tiempo Deportivo,TiempoDeportiv8,,"@ESPNFC @SobugMessi10jr Unbelievable crowd to watch Argentina-Mexico match at Dhaka University,Bangladesh. 🇧🇩💙🇦🇷

#Selecciónmayor 🫶🤟
#Albicelestaforever 🇧🇩💙🇦🇷
#VamosArgentina ✊💪
#MexicoVsArgentina #Messi𓃵 #WorldCup #Argentina #GOAT𓃵 #Bangladesh #WorldcupQatar2022 #Qatar2022 https://t.co/bqnJmEjY7s",1597094575239110658,2022-11-28 05:06:33+00:00,['1597094575239110658'],False,Twitter for Android,en,replied_to,,
20,2495199115.0,True,Selección Argentina 🇦🇷,Argentina,Argentina,"#SelecciónMayor What a relief, right?! 😅 💪🏽

Well, here we are already thinking about what is coming. Tucked in and united.

#TodosJuntos https://t.co/48GSYZdnrJ",1597040414212919296,2022-11-28 01:31:20+00:00,['1597040414212919296'],False,Twitter for Android,es,,,
21,1.4840521840986563e+18,False,Friki boy,comunidad_friki,,"LEYENDA 🏆

#lionelmessi #leomessi #messi #LM10 #argentina #selecciónmayor #todosjuntos #adidas #adidasfootball #impossibleisnothing #fifaworldcup #worldcup2022 #qatar2022 #worldcup #smsports 🇦🇷 https://t.co/LmlczCLwi2",1596978497838145537,2022-11-27 21:25:18+00:00,['1596978497838145537'],False,Twitter Web App,es,,,
22,3548232912.0,False,Barça Boy 🇧🇩🤟,Musfiq141,"Dhaka, Bangladesh","#SelecciónMayor New day at the office! 😎

Let's go guys! 💪🇦🇷

#All together

📝 https://t.co/pEBrIKPrO9 https://t.co/SqE8vB4bI0",1597263034929381376,2022-11-28 16:15:57+00:00,['1597263034929381376'],False,Twitter Web App,es,,,
23,178158648.0,False,SCrashNeT,SCrashNeT,CDMX,"@candy_pepper 🇨🇲 #CAMERUM vs #SERBIA🇷🇸
🇰🇷 #KOREADELSUR vs #GHANA🇬🇭
🇧🇷 #BRAZIL vs #SWITZERLAND🇨🇭
🇵🇹 #PORTUGAL vs #URUGUAY

#FIFAWorldCup #Qatar2022
#VamosArgentina #SeleccionArgentina #Argentina #SeleccionMayor #QatarWorldCup2022 #Qatar #Doha #AbuDabi #Fifa #GirlsSoccer #BoddiesSoccer https://t.co/Ln7doBn4Z5",1597199096586149889,2022-11-28 12:01:53+00:00,['1597199096586149889'],False,Twitter for iPhone,es,replied_to,,
24,84455815.0,False,Roberto Molina,calamuchitainfo,Santa Rosa de Calamuchita,"@Ridotto_Nordic @ridotto_io 🇨🇲 #CAMERUM vs #SERBIA🇷🇸
🇰🇷 #KOREADELSUR vs #GHANA🇬🇭
🇧🇷 #BRAZIL vs #SWITZERLAND🇨🇭
🇵🇹 #PORTUGAL vs #URUGUAY

#FIFAWorldCup #Qatar2022
#VamosArgentina #SeleccionArgentina #Argentina #SeleccionMayor #QatarWorldCup2022 #Qatar #Doha #AbuDabi #Fifa #GirlsSoccer #BoddiesSoccer https://t.co/FmxGnVk8ys",1597198795166588929,2022-11-28 12:00:41+00:00,['1597198795166588929'],False,Twitter for iPhone,es,replied_to,,
25,1.4539089030710845e+18,False,Soy Futbol 8,soytufutbol,,"@El_Malque 🇨🇲 #CAMERUM vs #SERBIA🇷🇸
🇰🇷 #KOREADELSUR vs #GHANA🇬🇭
🇧🇷 #BRAZIL vs #SWITZERLAND🇨🇭
🇵🇹 #PORTUGAL vs #URUGUAY

#FIFAWorldCup #Qatar2022
#VamosArgentina #SeleccionArgentina #Argentina #SeleccionMayor #QatarWorldCup2022 #Qatar #Doha #AbuDabi #Fifa #GirlsSoccer #BoddiesSoccer https://t.co/O7u4zvKJun",1597197376522924032,2022-11-28 11:55:03+00:00,['1597197376522924032'],False,Twitter for iPhone,es,replied_to,,
26,16679514.0,False,leandoe,leandoe,"25.946478,-80.139617","@CMonteroOficial 🇨🇲 #CAMERUM vs #SERBIA🇷🇸
🇰🇷 #KOREADELSUR vs #GHANA🇬🇭
🇧🇷 #BRAZIL vs #SWITZERLAND🇨🇭
🇵🇹 #PORTUGAL vs #URUGUAY

#FIFAWorldCup #Qatar2022
#VamosArgentina #SeleccionArgentina #Argentina #SeleccionMayor #QatarWorldCup2022 #Qatar #Doha #AbuDabi #Fifa #GirlsSoccer #BoddiesSoccer https://t.co/mgruTvBnPt",1597195695001579521,2022-11-28 11:48:22+00:00,['1597195695001579521'],False,Twitter for iPhone,es,replied_to,,
27,1.5953982168114831e+18,False,Seta Football,SetaFootball,,"@UCL_ARAB 🇨🇲 #CAMERUM vs #SERBIA🇷🇸
🇰🇷 #KOREADELSUR vs #GHANA🇬🇭
🇧🇷 #BRAZIL vs #SWITZERLAND🇨🇭
🇵🇹 #PORTUGAL vs #URUGUAY

#FIFAWorldCup #Qatar2022
#VamosArgentina #SeleccionArgentina #Argentina #SeleccionMayor #QatarWorldCup2022 #Qatar #Doha #AbuDabi #Fifa #GirlsSoccer #BoddiesSoccer https://t.co/MGvAKbKPNB",1597194684132388868,2022-11-28 11:44:21+00:00,['1597194684132388868'],False,Twitter for iPhone,es,replied_to,,
28,1.263100207782232e+18,False,SBOTOP,sbotopofcl,,"@QNAEnglish 🇨🇲 #CAMERUM vs #SERBIA🇷🇸
🇰🇷 #KOREADELSUR vs #GHANA🇬🇭
🇧🇷 #BRAZIL vs #SWITZERLAND🇨🇭
🇵🇹 #PORTUGAL vs #URUGUAY

#FIFAWorldCup #Qatar2022
#VamosArgentina #SeleccionArgentina #Argentina #SeleccionMayor #QatarWorldCup2022 #Qatar #Doha #AbuDabi #Fifa #GirlsSoccer #BoddiesSoccer https://t.co/Z6ETQUPtPI",1597193950107820032,2022-11-28 11:41:26+00:00,['1597193950107820032'],False,Twitter for iPhone,es,replied_to,,
29,1.2683018462607155e+18,False,Gustavo Klein🇦🇷🇩🇪,panariellokb,"Florianópolis, Brazil","@AFPespanol 🇨🇲 #CAMERUM vs #SERBIA🇷🇸
🇰🇷 #KOREADELSUR vs #GHANA🇬🇭
🇧🇷 #BRAZIL vs #SWITZERLAND🇨🇭
🇵🇹 #PORTUGAL vs #URUGUAY

#FIFAWorldCup #Qatar2022
#VamosArgentina #mexicoargentina #SeleccionArgentina #ArgentinavsMexico #Argentina #SeleccionMayor #QatarWorldCup2022 #Qatar #Doha #AbuDabi #Fifa https://t.co/fC2fTfAO9m",1597193861973131264,2022-11-28 11:41:05+00:00,['1597193861973131264'],False,Twitter for iPhone,es,replied_to,,
30,1.263100207782232e+18,False,SBOTOP,sbotopofcl,,"@rdz_villasenor @MisterHuevitos @miseleccionmx @SaudiNT_EN 🇨🇲 #CAMERUM vs #SERBIA🇷🇸
🇰🇷 #KOREADELSUR vs #GHANA🇬🇭
🇧🇷 #BRAZIL vs #SWITZERLAND🇨🇭
🇵🇹 #PORTUGAL vs #URUGUAY

#FIFAWorldCup #Qatar2022
#VamosArgentina #mexicoargentina #SeleccionArgentina #ArgentinavsMexico #Argentina #SeleccionMayor #QatarWorldCup2022 #Qatar #Doha #AbuDhabi #Fifa https://t.co/6XMKt6xhoo",1597193507877199872,2022-11-28 11:39:41+00:00,['1597193507877199872'],False,Twitter for iPhone,es,replied_to,,
31,1.2294405851085332e+18,False,David Colombo,hollywoodavid79, ,"@moow2earn @FEFecuador @FootballSenegal @OnsOranje @QFA @TeamMelliIran @USMNT @Cymru @England 🇨🇲 #CAMERUM vs #SERBIA🇷🇸
🇰🇷 #KOREADELSUR vs #GHANA🇬🇭
🇧🇷 #BRASIL vs #SUIZA🇨🇭 
🇵🇹 #PORTUGAL vs #URUGUAY

#FIFAWorldCup  #Qatar2022  
#VamosArgentina #mexicoargentina #SeleccionArgentina #ArgentinavsMexico #Argentina #SeleccionMayor #QatarWorldCup2022 #Qatar #Doha #AbuDabi #Fifa https://t.co/uf2vzTn1Ds",1597192845277790208,2022-11-28 11:37:03+00:00,['1597192845277790208'],False,Twitter for iPhone,es,replied_to,,
32,1.3378485515027374e+18,False,RubenOrlando,RubenOr13397155,,"@MadridSports_ @vinijr @RodrygoGoes @edermilitao @fedeevalverde 🇨🇲 #CAMERUM vs #SERBIA🇷🇸
🇰🇷 #KOREADELSUR vs #GHANA🇬🇭
🇧🇷 #BRAZIL vs #SWITZERLAND🇨🇭
🇵🇹 #PORTUGAL vs #URUGUAY

#FIFAWorldCup #Qatar2022
#VamosArgentina #mexicoargentina #SeleccionArgentina #ArgentinavsMexico #Argentina #SeleccionMayor #QatarWorldCup2022 #Qatar #Doha #AbuDabi #Fifa https://t.co/4z08ci9UIz",1597192237816827909,2022-11-28 11:34:38+00:00,['1597192237816827909'],False,Twitter for iPhone,es,replied_to,,
33,8.136982074106266e+17,False,Full Game Replay,FullGameReplays,,"@sudanalytics_ Unbelievable crowd to watch Argentina-Mexico match at Dhaka University,Bangladesh. 🇧🇩💙🇦🇷

#Selecciónmayor 🫶🤟
#Albicelestaforever 🇧🇩💙🇦🇷
#VamosArgentina ✊💪
#MexicoVsArgentina #Messi𓃵 #WorldCup #Argentina #GOAT𓃵 #Bangladesh #WorldcupQatar2022 #Qatar2022 https://t.co/7gfFBUGtcJ",1597123659185139714,2022-11-28 07:02:08+00:00,['1597123659185139714'],False,Twitter for Android,en,replied_to,,
34,3287874229.0,False,Felipe Chavez,felipe_chavez3,,"We are not going to give up.🤙
We are Argentina.🇦🇷💪

#Selecciónmayor 🫶🤟
#Albicelestaforever 🇧🇩💙🇦🇷
#VamosArgentina ✊💪

#WorldCup2022 #Messi #Argentina #Maradona #LeoMessi #GOAT𓃵 #football #FIFAWorldCup #Qatar2022 #Barcelona #Barca https://t.co/Si5UQ6zP69",1597106554104266752,2022-11-28 05:54:09+00:00,['1597106554104266752'],False,Twitter for Android,en,,,
35,1.5953982168114831e+18,False,Seta Football,SetaFootball,,"@dataref_ar Unbelievable crowd to watch Argentina-Mexico match at Dhaka University,Bangladesh. 🇧🇩💙🇦🇷

#Selecciónmayor 🫶🤟
#Albicelestaforever 🇧🇩💙🇦🇷
#VamosArgentina ✊💪
#MexicoVsArgentina #Messi𓃵 #WorldCup #Argentina #GOAT𓃵 #Bangladesh #WorldcupQatar2022 #Qatar2022 https://t.co/06bL036MQn",1597102747480117248,2022-11-28 05:39:02+00:00,['1597102747480117248'],False,Twitter for Android,en,replied_to,,
36,1.4539089030710845e+18,False,Soy Futbol 8,soytufutbol,,"@DiarioOle @SobugMessi10jr Unbelievable crowd to watch Argentina-Mexico match at Dhaka University,Bangladesh. 🇧🇩💙🇦🇷

#Selecciónmayor 🫶🤟
#Albicelestaforever 🇧🇩💙🇦🇷
#VamosArgentina ✊💪
#MexicoVsArgentina #Messi𓃵 #WorldCup #Argentina #GOAT𓃵 #Bangladesh #WorldcupQatar2022 #Qatar2022 https://t.co/eiM8I6k9eU",1597095441925275650,2022-11-28 05:10:00+00:00,['1597095441925275650'],False,Twitter for Android,en,replied_to,,
37,1.5034813266948506e+18,False,Tiempo Deportivo,TiempoDeportiv8,,"@ESPNFC @SobugMessi10jr Unbelievable crowd to watch Argentina-Mexico match at Dhaka University,Bangladesh. 🇧🇩💙🇦🇷

#Selecciónmayor 🫶🤟
#Albicelestaforever 🇧🇩💙🇦🇷
#VamosArgentina ✊💪
#MexicoVsArgentina #Messi𓃵 #WorldCup #Argentina #GOAT𓃵 #Bangladesh #WorldcupQatar2022 #Qatar2022 https://t.co/bqnJmEjY7s",1597094575239110658,2022-11-28 05:06:33+00:00,['1597094575239110658'],False,Twitter for Android,en,replied_to,,
38,1.2294405851085332e+18,False,David Colombo,hollywoodavid79, ,"#SelecciónMayor What a relief, right?! 😅 💪🏽

Well, here we are already thinking about what is coming. Tucked in and united.

#TodosJuntos https://t.co/48GSYZdnrJ",1597040414212919296,2022-11-28 01:31:20+00:00,['1597040414212919296'],False,Twitter for Android,es,,,
39,166246565.0,False,Andre Soto,SotoAndres__,San Pedro Garza Garcia,"LEYENDA 🏆

#lionelmessi #leomessi #messi #LM10 #argentina #selecciónmayor #todosjuntos #adidas #adidasfootball #impossibleisnothing #fifaworldcup #worldcup2022 #qatar2022 #worldcup #smsports 🇦🇷 https://t.co/LmlczCLwi2",1596978497838145537,2022-11-27 21:25:18+00:00,['1596978497838145537'],False,Twitter Web App,es,,,
40,2511554035.0,False,OddsJet,oddsjet,,"#SelecciónMayor New day at the office! 😎

Let's go guys! 💪🇦🇷

#All together

📝 https://t.co/pEBrIKPrO9 https://t.co/SqE8vB4bI0",1597263034929381376,2022-11-28 16:15:57+00:00,['1597263034929381376'],False,Twitter Web App,es,,,
41,1.263100207782232e+18,False,SBOTOP,sbotopofcl,,"@candy_pepper 🇨🇲 #CAMERUM vs #SERBIA🇷🇸
🇰🇷 #KOREADELSUR vs #GHANA🇬🇭
🇧🇷 #BRAZIL vs #SWITZERLAND🇨🇭
🇵🇹 #PORTUGAL vs #URUGUAY

#FIFAWorldCup #Qatar2022
#VamosArgentina #SeleccionArgentina #Argentina #SeleccionMayor #QatarWorldCup2022 #Qatar #Doha #AbuDabi #Fifa #GirlsSoccer #BoddiesSoccer https://t.co/Ln7doBn4Z5",1597199096586149889,2022-11-28 12:01:53+00:00,['1597199096586149889'],False,Twitter for iPhone,es,replied_to,,
42,1.5034813266948506e+18,False,Tiempo Deportivo,TiempoDeportiv8,,"@Ridotto_Nordic @ridotto_io 🇨🇲 #CAMERUM vs #SERBIA🇷🇸
🇰🇷 #KOREADELSUR vs #GHANA🇬🇭
🇧🇷 #BRAZIL vs #SWITZERLAND🇨🇭
🇵🇹 #PORTUGAL vs #URUGUAY

#FIFAWorldCup #Qatar2022
#VamosArgentina #SeleccionArgentina #Argentina #SeleccionMayor #QatarWorldCup2022 #Qatar #Doha #AbuDabi #Fifa #GirlsSoccer #BoddiesSoccer https://t.co/FmxGnVk8ys",1597198795166588929,2022-11-28 12:00:41+00:00,['1597198795166588929'],False,Twitter for iPhone,es,replied_to,,
43,198288705.0,False,Gaspar Rigo 👻,GasparRigo,,"@El_Malque 🇨🇲 #CAMERUM vs #SERBIA🇷🇸
🇰🇷 #KOREADELSUR vs #GHANA🇬🇭
🇧🇷 #BRAZIL vs #SWITZERLAND🇨🇭
🇵🇹 #PORTUGAL vs #URUGUAY

#FIFAWorldCup #Qatar2022
#VamosArgentina #SeleccionArgentina #Argentina #SeleccionMayor #QatarWorldCup2022 #Qatar #Doha #AbuDabi #Fifa #GirlsSoccer #BoddiesSoccer https://t.co/O7u4zvKJun",1597197376522924032,2022-11-28 11:55:03+00:00,['1597197376522924032'],False,Twitter for iPhone,es,replied_to,,
44,755123738.0,False,"Bond, James Bond",despacito001,Cassiopeia,"@CMonteroOficial 🇨🇲 #CAMERUM vs #SERBIA🇷🇸
🇰🇷 #KOREADELSUR vs #GHANA🇬🇭
🇧🇷 #BRAZIL vs #SWITZERLAND🇨🇭
🇵🇹 #PORTUGAL vs #URUGUAY

#FIFAWorldCup #Qatar2022
#VamosArgentina #SeleccionArgentina #Argentina #SeleccionMayor #QatarWorldCup2022 #Qatar #Doha #AbuDabi #Fifa #GirlsSoccer #BoddiesSoccer https://t.co/mgruTvBnPt",1597195695001579521,2022-11-28 11:48:22+00:00,['1597195695001579521'],False,Twitter for iPhone,es,replied_to,,
